instruction,reference,generated,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f
月经推迟七天白带多腰酸轻微尿频怎么办，月经推迟第七天早上下来测了两道杠有白带腰酸轻微尿频轻微厌食是怀上天数太少测不出的还是妇科病,不知晓你月经周期是多长时间，固定规律吗，如果月经周期固定规律，你现在这种情况早孕试纸测验阴性是可以剔除早孕的。如果白带有异常，尿频有可能是由于炎症打击引来。建议你可以抽血化验血hcg还是比较准确知晓如何怀上的。堪用妇科洗液擦洗外阴，始终保持外阴清洁，不要吃极冷辛辣的食物。此外，男科病患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
这种情况有可能是早孕，建议您最好再过两天用验孕棒仔细检查一下看如何有早孕的情况，如果确认是早孕的话，建议您到医院做B超仔细检查，看胚胎生长发育情况。此外，患者在救治期间，患者的饮食状况和护理也是很关键的，患者一定要留意歇息，可以适当活动，以免引发不必要的伤害。期望上述的答案可以帮助到你，谢谢。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"垂体大腺瘤的治疗方法有哪些，现27，年底28岁
未婚，未生育，之前月经正常，第一次来是12岁，比较规律，每月大概会规律的缩后1个星期，大概5天左右，有少数时候时间长些，最长时可能十天左右，当时吃了我妈泡的解热的中草药，大概从2008年1月左右，到现在2009年8月停经一年半多点，2009年3月（大约，记不太清了）月经来了一点，有来的迹象，后又没有了。",从提供的病史看，垂体催乳素瘤诊断明确，并且较大，有局部压迫的症状出现，要尽早治疗，治疗方案上，先服用溴隐停是首选，可使症状减轻，瘤体缩小，到时再考虑是否手术，或继续服药。个人认为放疗不作为首选，如行放疗，若无效或复发，将失去手术机会，并造成垂体低功，闭经不能生育。因此，可以先用溴隐停，剂量可以大一点，从一片开始加到每天6片，使症状得到控制再减量，用药期间注意低血压和胃肠道反应,"
垂体瘤是一种常见的颅内肿瘤,由于垂体分泌多种激素,故可引起相应的临床症状,如生长激素过多可致肢端肥大症,泌乳素过多可致闭经溢乳综合征等.治疗原则是:手术切除肿瘤,必要时辅以放疗或药物治疗.手术方法为经蝶入路手术,该术式创伤小,恢复快,效果好,但对巨大肿瘤或肿瘤已侵犯鞍旁者则需开颅手术.目前,经蝶入路手术已成为垂体瘤的首选术式,建议到医院检查确诊.祝早日",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, I have studied your case with diligence. As per your symptom and history there is possibility of muscle spasm in shoulder or there can be cervical disc compression. Due to compression of this nerve root there is pain associated with it. For these symptoms muscle relaxant with analgesic and neurotrophic medication can be started consulting your treating doctor. Till time take rest and continue analgesic available over the counter take rest, and hot fomentation. Physiotherapy like ultrasound and inferential therapy will give quick relief. You may need to do MRI cervical spine if symptoms persist. I will advise checking your it B12 and it D3 level. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.","
Hi, Thanks for your query. After going through your query I came to know that you are suffering from chronic back pain. Back pain is of two types acute and chronic. Acute back pain is less than 3 months and chronic back pain is more than three months. Your back pain is of chronic type so it requires proper treatment. Treatment of chronic back pain: 1) Medication like muscle relaxant, analgesic and neurotrophic medication.2) Physical therapy like heat massage, ultrasound, TENS, etc. can give relief.3) Physiotherapy like exercise, YOGA, meditation, etc.",0.29850746268656714,0.19607843137254902,0.23668638574699774,0.0625,0.03597122302158273,0.0456620958195205,0.29850746268656714,0.19607843137254902,0.23668638574699774
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；吸烟史；肺气肿；吸烟史和饮酒史；吸烟；饮酒史；慢性支气管炎；肺功能下降；慢性阻塞性肺疾病；吸烟与饮酒；呼吸道感染；吸烟、饮酒；慢性咳嗽；吸烟史及饮酒史；吸烟与饮酒史；吸烟和饮酒；慢性支气管炎合并肺气肿；吸烟史、饮酒史；吸烟；慢性咳嗽咳痰；慢性支气管炎；吸烟、饮酒；饮酒；慢性支气管炎病史；吸烟史；饮酒史、吸烟；慢性咳嗽咳痰史；吸烟史、饮酒史",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
小脑半球；延髓背外侧部；小脑后下蚓部；第四脑室；小脑上蚓部；小脑半球、延髓背外侧部、小脑后下蚓部、第四脑室、小脑上蚓部；颅底蛛网膜下腔；枕骨大孔；小脑幕切迹；枕叶内侧；枕骨斜坡；枕叶；枕骨斜坡、小脑幕切迹；枕叶及枕骨斜坡；枕骨斜坡、枕叶；枕叶及枕骨斜坡、小脑幕",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
包扎；抗生素滴眼液；人工泪液；营养神经药物；眼部冷敷；抗病毒；止痛；激素类滴眼液；包扎治疗；抗感染；糖皮质激素；抗真菌；包扎护理；抗炎；抗病毒治疗；局部应用抗生素；抗真菌治疗；全身应用糖皮质激素；抗生素；营养神经；全身性应用糖皮质激素；营养神经治疗；包扎法；营养神经药；抗病毒及抗菌药物；全身应用糖皮质激素；局部应用糖皮质激素；包扎护理法；抗真菌",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hi there! I'm here to help with your question about dizziness and vertigo. Vertigo is a type of dizziness where you feel like you or your surroundings are spinning. It can be caused by problems in your inner ear or brain. Some common causes include BPPV (benign paroxysmal positional vertigo), Meniere's disease, and migraines. To determine the cause, we would need to do a physical exam and possibly some tests. In the meantime, try to avoid triggers like sudden head movements or changes in position. If you have other symptoms, like hearing loss or ringing in your ears, it",0.2375,0.23170731707317074,0.2345678962353301,0.010309278350515464,0.00909090909090909,0.00966183076851525,0.225,0.21951219512195122,0.22222221722298444
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Given the history of nerve damage with diabetes these symptoms may be of nerve damage. Do take care of keeping your foot straight with pillows under knee to prevent any unwanted stretch at nerve.  Chat Doctor.  Do visit a neurologist. He may be able to help you with some nerve pain relieving medication. Do some active movements of toes and ankle it will keep the muscles toned up and prevent any swelling of ankles. Hope you find the answer useful. Let me know if I can assist you further.","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. It seems to me that it is just a skin allergy and not related to anything serious. If you get any other symptoms like fever, joint pains etc., then only we need to think of something else. Hope I am able to answer your concerns. If you have any further query I will be happy to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor.  Thanks.  Regards.  Chat Doctor",0.2911392405063291,0.34328358208955223,0.3150684881844624,0.04854368932038835,0.058823529411764705,0.05319148440753781,0.27848101265822783,0.3283582089552239,0.3013698580474761
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello. Thanks for writing to us. The effects of wagon insecticidal spray are completely reversible with the help of antidotes.  You need to attend to an ER for proper control of symptoms and anti dote treatment. Till that time, avoid bright light exposure, take slow and deep breaths and do not take any sedative or any other Chat Doctor. I hope this information has been both informative and helpful for you.","
Hi, Thanks for your query. From your history it seems to be allergic bronchitis. You need to take an antihistamine like levocetirizine and inhaled corticosteroid like fluticasone. If symptoms persist then I would advise you to consult an allergist / pulmonologist. I do hope that you have found something helpful, and I will be glad to answer any further query. Take care.  Chat Doctor.  R. M. D.  MD - Medicine  Allergy & Clinical Immunology  Senior Consultant Physician  King George Hospital  Patna  India  http://",0.23943661971830985,0.2833333333333333,0.2595419797680788,0.04878048780487805,0.05714285714285714,0.052631573978532326,0.2112676056338028,0.25,0.22900762862304072
前列腺癌有哪些原因造成的，我父亲09年实施前列腺癌根治术，术后发觉已骨转移，后用间歇内分泌双得疗法，坚持了5年，一直有效，今年73岁。2个半月前打两次针，第一个月后PSA为4（以前第二针通常降为1或2），第三月没仔细检查（父亲固执不想去）。最近一个月父亲食欲不振，前晚骨盆睡不着，但白天昨晚又不痛了。父亲性格开朗，身体条件较好，重视生活质量，坚决不同意放射治疗，化疗方法。在乎怎样的帮助：前列腺癌有哪些原因引发的,1、年龄因素：年纪越大，再次发生前列腺癌的机会也就越高。2、隔代遗传因素：血亲中有前列腺癌的人，得前列腺癌的机会就比一般人高；换句话说，约有9%的前列腺癌患者有家族病史。3、荷尔蒙因素：绝大多数的前列腺癌细胞表面有男性荷尔蒙的接受器，而丧失男性荷尔蒙的刺激，前列腺癌细胞就会膨胀萎缩。,"
前列腺癌是男性常见恶性肿瘤之一，其发病率在欧美国家仅次于肺癌，位居第二位，在我国则占第6位。其再次发生与隔代遗传、环境、性激素等因素有关。建议到医院进一步仔细检查。祝健康。除了及时救治前列腺癌外，患者朋友理应始终保持积极的心态去直面疾病，只有这样才能降低患者的免疫力以及抗衡疾病的信念，同时要多看重自身饮食护理，多观注自身的症状变动，认为这样一定能将前列腺癌撵走。此外还需要建议患者多加注意休息，不能吃辛辣刺激的食物。以上就是对这个问题的解答，",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蛔虫病手术需要注意哪些问题？，本人34岁，最近不知道怎么回事总是感觉恶心想吐，胃部阴阴作痛有时有灼热反酸的症状，去医院看过好了一段时间后又开始犯了，请问蛔虫病手术需要注意哪些问题？,蛔虫并，主要是饮食平时卫生不洁，或者是排便极冷饮食导致，一般主要症状的hi肚脐周围反反复复复发性疼痛，并伴发饮食增加或者是消瘦等症状的再次发生的，如果导致胆道蛔虫，一般疼痛严重，表现出为钻顶样疼痛，如果药物救治无效的话需要有考虑手术救治的，一般术前防止排便，术后留意休息，互相配合饮食增强营养。,"
你好，根据你的叙述，考虑是消化不良引来的，一般和饮食不当有关系的，可以口服妈咪爱和乳酸菌素片治疗试试看，注意多喝水，不要吃辛辣食物，慢慢会稳定的，祝你健康，除此之外，患者在治疗功能性胃肠病期间，除了要对症治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要始终保持心情愉快，恰当饮食，以免对病情恢复引发了不必要的干扰。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工作积极性高组的风险评估因素有些什么？,收入满意度,"
年龄；婚姻状况；性别；学历；职业类别；工作满意度；健康状况；工龄；家庭年收入；家庭结构；居住地；社会支持；职业性质；经济状况；组织承诺；家庭负担；自我效能感；生活事件；家庭成员的健康状况；组织公平感；家庭规模；工作压力；身体健康状况；个人特征；社会支持水平；心理资本；家庭经济状况；工作满意度水平；工作满意度情况；工作满意度；心理健康状况；家庭负担状况；经济状况和身体状况；家庭关系；家庭负担情况；工作满意度得分；工作满意度指数；社会支持量",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
男性甲型流感的临床表现有些什么？,头痛；咽痛；咳嗽；流涕,"
乏力；头痛；发热；咳嗽；咽痛；鼻塞、流涕；全身酸痛或关节痛；肌痛；恶心呕吐；腹痛；腹泻；皮疹；胸闷；食欲不振；呼吸困难；胸痛；干咳；烦躁；气短；头晕；恶心；心悸；胸闷气促；腹胀；肌肉疼痛；心慌；畏寒；高热；精神萎靡；咽红；低热；烦躁不安；眼结膜充血；头痛、乏力；头痛、咳嗽；腹痛腹泻；发热、咳嗽；腹泻；呕吐；恶心、呕吐",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, To me the symptoms appear like the onset of a syncope. A syncope is usually caused by reduced blood supply to the brain. The first thing that I would like to get done for you is the cardiac evaluation. The heart problems are very well known to manifest after exertion. When one works out on a regular basis then body gets accustomed to that level of exertion and this adaptation goes off with stopping the activity. Probably that is causing the problem for you when you start it after a gap. I would definitely want a heart check up. Good luck.","
Hi, I understand your concern and would like to explain that there is no treatment for hypoparathyroidism. It can only be managed by replacement therapy of with calcium and vitamin D supplements. The symptoms of tetany can be controlled by giving intravenous calcium. However, long term management needs oral calcium and vitamin D. You should not worry about the heart rate as it is normal for hypocalcemia. Hope this helps you. Take care Chat Doctor.  V. Anand, MD Internal Medicine & Critical Care Medicine.  Assistant Professor of Medicine, University of Texas Health Science Center at San Antonio.  San Antonio,",0.21686746987951808,0.24,0.22784809627864133,0.021052631578947368,0.020202020202020204,0.020618551703157764,0.21686746987951808,0.24,0.22784809627864133
咽部充血有哪些治疗药物，同学最近咳嗽的情况比较的严重，有时候半夜因为他咳嗽声音而被吵醒，他的咳嗽里面还伴有咳血出来，检查出来他的咽部充血了所以红红的诶，那么治疗这个病有什么药物？,"你好，比如服用清热润喉丸或者含服清咽滴丸,也可以用玄参,黄精,麦冬各10克,每天泡水喝,可以减轻局部的不适和充血现象.一,多喝开水；二,金嗓子喉片；坚持几天,必有验效,试试吧，其实得了急性淋巴结炎并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大。","
你好，根据你的叙述，可以吃点清肺化痰止咳片，阿奇霉素分散片，易坦静试试，多喝水，慢慢康复的，祝你健康，小儿耳鼻喉疾病对患者们带来的危害是非常大的，一旦发现自身的症状，就要及时就医诊治，同时多重视自身护理工作，多吃蔬菜水果，避免刺激食物，希望小儿耳鼻喉疾病患者能得到专业治疗。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高血压病会转化成什么？,缺血性脑卒中；球结膜微循环改变；心血管疾病；代谢综合征；心律失常；颈动脉粥样硬化；脂质过氧化；脑卒中；RHR增加；糖尿病；动脉粥样硬化；心脑血管疾病；出血；冠心病脑卒中；高尿酸血症；急性心肌梗塞；冠心病；抑郁症；心功能不全；肾功能损害；络病；颈动脉硬化；慢性肾功能不全；动脉硬化；血栓性疾病；主动脉硬化；心肌梗死；心力衰竭；脑梗死；急性心肌梗死；血栓栓塞性疾病,"
冠心病；脑血管意外；糖尿病；肾功能不全；动脉硬化；冠状动脉粥样硬化性心脏病；心肌梗死；左心室肥厚；心脏神经症；脑出血；高血压性心脏病；高脂血症；冠心病、心绞痛；脑梗死；慢性肾衰竭；急性心肌梗死；脑梗塞；缺血性脑卒中；脑梗；心律失常；心力衰竭；冠心病合并高血压；高血压性心脏病伴心力衰竭；高血压脑病；心肌梗塞；高血压伴心",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for asking the query, According to your clinical signs and symptoms I suppose that you are suffering from Periodontitis which shows the above-mentioned symptoms such as swollen gums and weak teeth. I would suggest you to visit the Dentist and get the checkup done. Go for professional mouth scaling and polishing followed by the course of antibiotics and analgesics. Also get your blood sugar level estimation to know whether you are diabetic or not. Maintain a good oral hygiene. Use chlorhexidine mouthwash gargles twice daily. Hope this helps out. Regards.","
Hello dear, I understand your concern. In my opinion the symptoms which you mention could be due to sinusitis. Sinusitis is an infection of the sinuses and is often caused by a viral or bacterial infection. It can also occur as a complication of a cold or allergies. The common symptoms include headache, facial pain, nasal congestion, runny nose, coughing, and fatigue. If there is fever associated with it then it is more likely to be due to bacterial infection and antibiotics are required. But if it is viral then it will take about 1-2 weeks for it to subside. So, I would recommend",0.22077922077922077,0.22972972972972974,0.225165557915881,0.01020408163265306,0.011111111111111112,0.010638292881396637,0.2077922077922078,0.21621621621621623,0.21192052480329823
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome to Chat Doctor, The Presence of bacteria in the urine may lead to bladder infection and other forms of urinary tract infection. Escherichia coli is the most common organism responsible for bladder infection. The most common way bacteria gain access to the urinary system from outside is through the urethra. The most common symptoms of bladder infection are burning sensation when urinating, Frequent urge to urinate, Passing only small amounts of urine at a time despite the urge to urinate and cloudy Urine. Bladder infection is diagnosed by an urinalysis and the presence of white blood cells in urinalysis indicates bladder infection. Simple bladder infections in women can be treated with a three-day course of an antibiotic like Co-trimoxazole. The choice of antibiotic, the strength of the medication and the length of treatment vary depending on the circumstances and antibiotics need to be taken for 10 days or more. Thank you.","
Hi and welcome to Chat Doctor . I read your question and understand your concerns. If you have symptoms like this for 3 days, I would recommend you to consult an ear nose throat specialist as soon as possible. This way, you will be able to get proper diagnosis and treatment. It is important to rule out any infection of the middle ear, especially since it can cause severe complications if not treated properly. Hope this helps. Best wishes,  Chat Doctor.  V. Subrahmanyam MD - General Medicine.  (For further queries feel free to write to us).  Chat Doctor.  V. Subrahmanyam",0.2,0.16326530612244897,0.17977527595000642,0.02127659574468085,0.013888888888888888,0.016806717909753497,0.2,0.16326530612244897,0.17977527595000642
3岁儿童脑膜炎早期症状,脑膜炎就是一种炎症性病变，是指脑实质受病原体侵袭所导致的，对患者有着很大的影响，所以对于脑膜炎一定要引起重视，有些孩子就有可能会患上脑炎，所以在发现儿童患有脑膜炎后一定要进行治疗。那么，3岁儿童患有脑膜炎的早期症状是怎样的呢？3岁儿童患有脑膜炎就表示是脑膜和大脑本身都受损了，不论他们是哪一部位的受损，主要损害的是中枢神经系统。中枢神经系统对人体的支配，一个是意识，一个是运动。如果出现受损，在运动方面孩子往往会有肢体的运动障碍，比如说偏瘫、截瘫。有些孩子也可能会出现一种意识的障碍，比如说嗜睡、昏迷，更重的话可能会出现老百姓说的羊角风这种抽搐。宝宝出现脑膜炎的症状往往是因为炎症的发生，疾病早期时孩子通常会伴有发烧的症状。最常见的就是孩子有发烧的症状、呼吸道感染的症状，随后出现了意识的障碍、运动的障碍乃至于抽搐。上述文章介绍了3岁儿童脑膜炎早期症状，在发现儿童出现了这些病症时，就要及时送孩子就医，千万不要拖着，否则病情会越来越严重，甚至会给孩子留有后遗症，对孩子以后的成长也有一定的影响。,"
脑膜炎是细菌、病毒、真菌、寄生虫等病原微生物引起软脑膜和蛛网膜的炎症。临床以发热、头痛、呕吐、颈项强直、嗜睡、抽搐为主要表现。可有脑神经损害或局灶性脑损害的症状体征，如偏瘫、失语、眼底视乳头水肿等。那么，3岁儿童脑膜炎早期症状有哪些呢？下面带大家了解一下。1、脑膜炎患者会表现出发烧、头痛、呕吐、颈部僵硬以及对光敏感等症状，如果孩子出现这些症状，家长",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, If your MRI was done thrice, and it was normal on all three occasions, you might have to get some other tests performed. There are neurologists who check for nerve conduction defects. Sometimes these are useful in such a clinical scenario. We should ideally not think of your two problems (poor erections and bladder muscle weakness) as separate entities and should check if one solution will help both problems. There are other investigations which can also be performed. These include a penile Doppler to test vascularity of your phallus. You can also be tried with medications like alpha-blockers to see if urine flow improves, and if required also add medication to improve bladder muscle tone which unfortunately is not very often successful. Hope I have been able to help you.","
Hi, Thank you for posting your query. I can understand your concern regarding back pain. Back pain is very common problem, which occurs due to muscle strain or injury. However, since you have back pain in the middle of the back, it could be due to disc prolapse at the lower thoracic vertebrae (T10-T12). You should get an MRI scan done of the thoracic spine to confirm this diagnosis. If there is a disc prolapse, then you may need surgery to remove the protruding part of the disc. Please consult a neurosurgeon for this. I hope my answer helps.",0.3108108108108108,0.23469387755102042,0.26744185556246625,0.0,0.0,0.0,0.28378378378378377,0.21428571428571427,0.24418604160897792
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for writing in to us. It is important to review your condition in detail with imaging findings. A 1 mm and 2 mm mass in lymph nodes is less likely to be a cancer. These are too small to be told apart and can also be seen in many benign conditions. This requires clinical examination by a surgeon and correlation with your scan report. Since you had a total thyroidectomy in 2010, it will help to know the scan findings in the post-operative thyroid bed and know if there is any suspicious malignant process going on. In the absence of a recent mass or lymph nodes of considerable size in the area it is difficult to call it a recurrent cancer. You should consult a head and neck oncologist and discuss your report and get examined. If required further testing will be asked like a FNAC or nuclear scan. Please do not worry.","
Hello and welcome to Chat Doctor. Thanks for your query. You have mentioned that you have a history of heart attack 10 years ago and now you have chest pain in left chest. The most likely cause of this is angina pectoris. Angina occurs due to reduced blood supply to the heart muscles, which can be caused by blockage in coronary arteries. If it is not relieved by rest or nitroglycerin tablets, then it may be due to heart attack again. So, I would advise you the following:1. Consult a cardiologist immediately.2. Get an ECG done. If it shows changes",0.2692307692307692,0.2,0.2295081918301533,0.020833333333333332,0.013245033112582781,0.016194327231721303,0.2692307692307692,0.2,0.2295081918301533
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your details. Everyone has their own way of enjoying sex and being in fantasy mood. Your husband thinks in a novel way. In fact, urination after sexual intercourse is pleasurable. This has nothing to do with prostrate related problems. Enjoy your husbands fantasy. If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications. Good luck. Take care.","
Hi, I understand your concern.  Your symptoms suggest a possible allergic reaction. Allergic reactions can be mild to severe and they can involve one or more organs of the body. The most common organ involved is the skin.  It is also possible for other organs such as the lungs, stomach, etc. to be affected.  In this case, you should not worry too much.  If it happens again, you should go to the emergency room or call 911 immediately. Hope this helps.  Take care!  Chat Doctor.  M.D., Ph.D. (Medicine) Board Certified Internal Medicine Physician.",0.20987654320987653,0.22972972972972974,0.21935483371987524,0.02127659574468085,0.023255813953488372,0.02222221723209988,0.20987654320987653,0.22972972972972974,0.21935483371987524
什么是子宫内膜单纯性增生，无,你好，子宫内膜如果比正常的厚的话可能会导致月经量过多或经期过长，可以导致贫血，目前治疗以手术刮宫为主，药物治疗没有效果。,"
您好,子宫内膜单纯性增生是属于一种病理性的改变,它是由体内雌激素水平过高引起的,建议您最好去医院做宫腔镜检查一下,然后在医生的指导下对症治疗.，祝您健康!，妇科疾病的出现不仅仅会影响女性的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时注意饮食的调理，清淡容易消化的食物，不可以吃辛辣刺激生冷的食物。祝健康。以上是对“子宫内膜单纯性增生是怎么回事”这个问题的建议，希望对您有帮助",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome Thanks for consulting Chat Doctor, I have gone through your query, as you have mentioned that you have decayed broken tooth which has sharp edge causing injury on tongue for this you should visit dentist and go for Extraction of tooth or Grinding of tooth, Do warm saline gargle two - three times a day You can apply Anesthetic gel McCoppin on tongue twice daily for one week it will help you Hope this will help you.  Wishing you good health Regards ","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you. You may be having chronic bronchitis which is a result of smoking. You need to consult pulmonologist for diagnosis and treatment. Hope you found the information supplied helpful. If you need any clarification / have doubts / have additional questions / have follow-up questions, then please do not hesitate in asking again. I will be happy to answer your questions. In the future, for continuity of care, I encourage you to contact",0.23376623376623376,0.26865671641791045,0.24999999502411274,0.04950495049504951,0.06329113924050633,0.055555550630247356,0.22077922077922077,0.2537313432835821,0.23611110613522385
严重梗阻性肾衰的手术治疗有些什么？,急诊手术；间断腹透,"
经皮肾穿刺造瘘术；经皮肾穿刺造瘘；腹腔镜下肾盂成形术；经皮肾穿刺造瘘手术；经皮肾穿刺引流术；肾盂成形术；肾穿刺造瘘术；经皮肾穿刺置管引流术；肾穿刺造瘘；经皮肾穿刺引流；经皮肾穿刺置管引流；肾穿刺造瘘手术；经皮肾穿刺；经皮肾穿刺引流术；经皮肾穿刺造瘘手术；经皮肾穿刺造瘘术式",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
巨细胞病毒抗体IGM的几点问题有？，我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多天.我该怎么办？,一。你的孩子仍然有巨细胞病毒。治疗6周。最好是住院后。3治疗后。病毒很可能复发。因此。为了预防。4。它可能会感到不适和发烧。年轻人或儿童感染可引起发热、疲劳和传染病等疾病。如果一个人接受含有病毒和发烧的输血。肝脏可能会发炎。有时在2至4周后。,"
你好，宝宝的情况考虑是病毒感染引起的，建议可以给宝宝服用抗病毒口服液和利巴韦林颗粒治疗。注意休息，多喝水，保持室内空气流通，饮食上以清淡为主，忌辛辣刺激性食物，避免着凉感冒。祝宝宝早日康复！ ，小儿保健问题一直困扰着家长们，在治疗此病时，考虑采取一般治疗，家长只有利用正规的方法才能尽快帮助儿童治疗好疾病，才不会对他们的成长发育造成影响，所以希望儿童疾病发生后，父母一定要尽快帮助儿童治愈病情。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your descriptions. I suggest you not to worry much. You have not mentioned your age and occupation in the description. From the description, I cannot see schizotypal personality disorder in you. But I do see anxiety rather health anxiety. To find out your personality type, you need to take personality tests which are administered by clinical psychologists. Don't go with tests available on the internet which are normally misguiding. Don't read unnecessary books. Even for a trained psychiatrist, it takes some time to understand your correct problem, in that case, how an untrained person can? Be confident, if you have a problem, Always say - SO WHAT?-. You need cognitive behavior therapy. I can help you with that. Please post a direct query to me with every minute details possible. I shall prescribe tailor made cognitive behavior therapy techniques to you which should clear your problems within weeks. Hope this answers your query. Available for further clarifications. Good luck.","
Hi and thank you for using Chat Doctor. I understand your concern. You have an infection in your foot which is spreading to other parts of your body. The pain in your shoulder may be due to inflammation or muscle spasm. It is difficult to tell without seeing you. If it is not severe, then there is no need to worry about it. However, if it is severe, then you should see a physician. You can take overoic acid 50 mg twice daily to reduce the pain. Hope this helps. Take care.  Chat Doctor.  R. M. S. Naidu MD Medicine (Pediatrics",0.31645569620253167,0.21367521367521367,0.2551020360042691,0.052083333333333336,0.03125,0.03906249531250056,0.3037974683544304,0.20512820512820512,0.24489795437161607
胃寒，气往上走，一天不吃饭不觉的饿，浑身无力，夏季,考虑是慢性胃炎或消化性溃疡，一般可以做钡餐或胃镜等检查确诊。胃炎或消化性溃疡病因和饮食不当，药物化学因素刺激，精神集中，幽门螺旋杆菌感染等有关。建议在当地医生指导下服用阿莫西林，克拉霉素，丽珠得乐和奥美拉唑等治疗。,"
你好，根据你的描述，一般考虑是脾胃虚寒引起的。建议你用小建中汤加减治疗，可以用党参10克、桂枝10克、白芍15克、大枣3枚、甘草6克、生姜3片、饴糖20克，水煎服，每日一剂，连服7天。平时注意饮食调理，少吃生冷食物。希望对你有帮助。  ，除此之外，患者在治疗消化内科疾病期间，除了要及时治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要保持心情愉快，合理饮食，以免",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
