instruction,reference,generated,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f
"垂体大腺瘤的治疗方法有哪些，现27，年底28岁
未婚，未生育，之前月经正常，第一次来是12岁，比较规律，每月大概会规律的缩后1个星期，大概5天左右，有少数时候时间长些，最长时可能十天左右，当时吃了我妈泡的解热的中草药，大概从2008年1月左右，到现在2009年8月停经一年半多点，2009年3月（大约，记不太清了）月经来了一点，有来的迹象，后又没有了。",从提供的病史看，垂体催乳素瘤诊断明确，并且较大，有局部压迫的症状出现，要尽早治疗，治疗方案上，先服用溴隐停是首选，可使症状减轻，瘤体缩小，到时再考虑是否手术，或继续服药。个人认为放疗不作为首选，如行放疗，若无效或复发，将失去手术机会，并造成垂体低功，闭经不能生育。因此，可以先用溴隐停，剂量可以大一点，从一片开始加到每天6片，使症状得到控制再减量，用药期间注意低血压和胃肠道反应,"
垂体大腺瘤的治疗方式是什么？垂体大腺瘤的治疗方式主要为手术治疗、药物治疗和放射治疗。其中，手术治疗是最常用的方式，而药物治疗则是针对垂体大腺瘤引起的激素分泌过多所采取的一种治疗手段，对于不能手术切除或者不适合手术治疗的患者来说，可以考虑放射治疗。但需要注意的是，垂体大腺瘤在治疗后还可能会复发，因此，患者在术后还需要定期进行随访检查，以便及时发现肿瘤的复发情况。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, I have studied your case with diligence. As per your symptom and history there is possibility of muscle spasm in shoulder or there can be cervical disc compression. Due to compression of this nerve root there is pain associated with it. For these symptoms muscle relaxant with analgesic and neurotrophic medication can be started consulting your treating doctor. Till time take rest and continue analgesic available over the counter take rest, and hot fomentation. Physiotherapy like ultrasound and inferential therapy will give quick relief. You may need to do MRI cervical spine if symptoms persist. I will advise checking your it B12 and it D3 level. Hope this answers your query. If you have additional questions or follow-up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care.","
Hello and welcome to Chat Doctor. Thanks for your query. I understand your concerns and would explain as follows: The most common cause of pain in the lower back is muscle strain or injury. This can be due to lifting heavy objects, poor posture while sitting or standing, or sudden movements during sports activities.  You may need an MRI scan of the lumbar spine to confirm this. Treatment includes rest, hot water bag application, painkillers, and muscle relaxants. In case of disc prolapse, surgical intervention will be needed. Hope this helps. Please write back for further queries. Wishing you good health. Regards. ",0.3522727272727273,0.30392156862745096,0.32631578450083104,0.09803921568627451,0.07194244604316546,0.08298754698507287,0.3409090909090909,0.29411764705882354,0.3157894687113574
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；环境因素；遗传因素；职业因素；感染因素；免疫因素；年龄因素；性别因素；肥胖因素；其他因素；不良生活方式",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
小脑后下动脉；基底动脉分叉处；小脑上动脉分支；小脑前下动脉分支；椎-基底动脉交界处；大脑后动脉分支；基底动脉；小脑上动脉；椎-基底动脉交界处及小脑上动脉分支；小脑后下动脉分支；小脑后下动脉；小脑前下动脉；小脑上干；椎-基底动脉交界处和小脑上动脉分支；小脑后下干；小脑后下动脉分出的小脑上干；小脑上干分支；小",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
人工泪液滴眼；抗病毒药物；抗生素联合糖皮质激素；止痛；维生素C；抗病毒治疗；营养神经；免疫抑制剂；抗感染；维生素A；维生素B12；营养支持；抗真菌；局部应用抗生素；维生素B6；营养神经药；全身应用抗生素；抗病毒、抗炎、营养神经；维生素B1；全身应用维生素C；全身应用维生素A；局部抗病毒；全身应用维生素B1；营养神经药物；营养神经治疗；局部使用抗病毒；局部使用抗生素；全身应用维生素B12；抗病毒及",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hi, I am Chat Doctor.  Thank you for your query. You should not be worried about it. It is normal to feel nervous when you have an operation and especially when you have a serious illness like cancer. This is because of the anxiety related to the unknown. When you meet your doctor he will tell you more about what to expect from the surgery. You can ask him all your concerns and he will be able to help you. I hope this helps. Kind Regards - Chat Doctor. ",0.2878787878787879,0.23170731707317074,0.25675675181519364,0.10588235294117647,0.08181818181818182,0.09230768738987535,0.2878787878787879,0.23170731707317074,0.25675675181519364
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Given the history of nerve damage with diabetes these symptoms may be of nerve damage. Do take care of keeping your foot straight with pillows under knee to prevent any unwanted stretch at nerve.  Chat Doctor.  Do visit a neurologist. He may be able to help you with some nerve pain relieving medication. Do some active movements of toes and ankle it will keep the muscles toned up and prevent any swelling of ankles. Hope you find the answer useful. Let me know if I can assist you further.","
Hello, Welcome to Chat Doctor .com I am Chat Doctor. Anand. I have read your query in detail and understand your concerns.  Your symptoms could be due to stress or anxiety or due to gastritis or peptic ulcer disease. You need to get a blood test for hemoglobin level and also a stool test for occult blood to rule out bleeding from upper gastrointestinal tract. If all these tests are normal then you can take antacid and anti-spasmodic medicines for relief.  Take care of diet and avoid spicy foods. Hope this answers your query. If you have any further questions or follow-up queries then please do",0.225,0.26865671641791045,0.24489795422277766,0.019801980198019802,0.023529411764705882,0.021505371381085662,0.2125,0.2537313432835821,0.23129251204590692
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello. Thanks for writing to us. The effects of wagon insecticidal spray are completely reversible with the help of antidotes.  You need to attend to an ER for proper control of symptoms and anti dote treatment. Till that time, avoid bright light exposure, take slow and deep breaths and do not take any sedative or any other Chat Doctor. I hope this information has been both informative and helpful for you.","
Hi and welcome to Chat Doctor . I understand your concern. It is very unlikely that you have cancer of the bladder. Cancer of the bladder is usually painless hematuria (blood in urine) and can be detected with routine urinalysis. You should have done urinalysis which shows blood in urine. If there is no hematuria, then it is very unlikely that you have cancer. The symptoms you describe are more likely due to urinary tract infection or stone. This will be confirmed with urinalysis and ultrasound of abdomen. Please consult your urologist for further evaluation. Hope this helps. Regards. ",0.22666666666666666,0.2833333333333333,0.2518518469135803,0.022222222222222223,0.02857142857142857,0.024999995078125968,0.22666666666666666,0.2833333333333333,0.2518518469135803
前列腺癌有哪些原因造成的，我父亲09年实施前列腺癌根治术，术后发觉已骨转移，后用间歇内分泌双得疗法，坚持了5年，一直有效，今年73岁。2个半月前打两次针，第一个月后PSA为4（以前第二针通常降为1或2），第三月没仔细检查（父亲固执不想去）。最近一个月父亲食欲不振，前晚骨盆睡不着，但白天昨晚又不痛了。父亲性格开朗，身体条件较好，重视生活质量，坚决不同意放射治疗，化疗方法。在乎怎样的帮助：前列腺癌有哪些原因引发的,1、年龄因素：年纪越大，再次发生前列腺癌的机会也就越高。2、隔代遗传因素：血亲中有前列腺癌的人，得前列腺癌的机会就比一般人高；换句话说，约有9%的前列腺癌患者有家族病史。3、荷尔蒙因素：绝大多数的前列腺癌细胞表面有男性荷尔蒙的接受器，而丧失男性荷尔蒙的刺激，前列腺癌细胞就会膨胀萎缩。,"
根据你的叙述考虑是前列腺癌骨转移的症状。建议到医院泌尿外科复诊，做彩超和前列腺特异抗原仔细检查明确确诊，必要时做前列腺穿刺活检明确确诊。如果诊断是前列腺癌骨转移的话，可以口服药物救治，互相配合中医中药配置救治，以降低生活质量，延长生命。前列腺癌患者在及时救治之外，患者在生活中还需要有注意始终保持恰当饮食的好习惯，消化身体营养。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蛔虫病手术需要注意哪些问题？，本人34岁，最近不知道怎么回事总是感觉恶心想吐，胃部阴阴作痛有时有灼热反酸的症状，去医院看过好了一段时间后又开始犯了，请问蛔虫病手术需要注意哪些问题？,蛔虫并，主要是饮食平时卫生不洁，或者是排便极冷饮食导致，一般主要症状的hi肚脐周围反反复复复发性疼痛，并伴发饮食增加或者是消瘦等症状的再次发生的，如果导致胆道蛔虫，一般疼痛严重，表现出为钻顶样疼痛，如果药物救治无效的话需要有考虑手术救治的，一般术前防止排便，术后留意休息，互相配合饮食增强营养。,"
你好，根据你描述的情况来看：如果确诊为是蛔虫病的话，是可以实施手术救治的，但是术后一定要注意饮食卫生，以防传染。建议你在平时要留意腹部防寒，不要吃辛辣刺激性的食物，多吃新鲜蔬菜和水果，始终保持大便通畅，防止久坐，适当的实施体育锻炼，增加身体抵抗力。除了及时救治肠虫外，患者朋友理应保持良好的心态去直面疾病，只有这样才能降低患者的免疫力以及抗衡疾病的信念，同时要多看重自身饮食护理，观注营养均衡，及时消化身体营养，认为这样一定能将肠虫撵走",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工作积极性高组的风险评估因素有些什么？,收入满意度,"
年龄、文化程度；学历；职称；婚姻状况；收入水平；家庭规模；工作满意度；健康状况；职业年限；性别",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
男性甲型流感的临床表现有些什么？,头痛；咽痛；咳嗽；流涕,"
发热；咽痛；头痛；咳嗽；乏力；肌肉酸痛；鼻塞、流涕",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, To me the symptoms appear like the onset of a syncope. A syncope is usually caused by reduced blood supply to the brain. The first thing that I would like to get done for you is the cardiac evaluation. The heart problems are very well known to manifest after exertion. When one works out on a regular basis then body gets accustomed to that level of exertion and this adaptation goes off with stopping the activity. Probably that is causing the problem for you when you start it after a gap. I would definitely want a heart check up. Good luck.","
Hi, Thanks for writing in. I can understand your concern about the pain and swelling in your left knee. The most common cause of pain and swelling in a knee is due to a soft tissue injury like a sprain or a tear of the ligaments. You need to get an X-ray done to know if there is any fracture or arthritis. If you have a torn ligament then it might be necessary to operate and repair it. In case of a simple sprain, you will need to rest and take anti-inflammatory medications. Apply ice packs to reduce swelling. Do not worry and consult an orthopedic surgeon for detailed examination and",0.189873417721519,0.2,0.1948051898085682,0.018867924528301886,0.020202020202020204,0.01951219012778236,0.16455696202531644,0.17333333333333334,0.16883116383454225
咽部充血有哪些治疗药物，同学最近咳嗽的情况比较的严重，有时候半夜因为他咳嗽声音而被吵醒，他的咳嗽里面还伴有咳血出来，检查出来他的咽部充血了所以红红的诶，那么治疗这个病有什么药物？,"你好，比如服用清热润喉丸或者含服清咽滴丸,也可以用玄参,黄精,麦冬各10克,每天泡水喝,可以减轻局部的不适和充血现象.一,多喝开水；二,金嗓子喉片；坚持几天,必有验效,试试吧，其实得了急性淋巴结炎并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大。","
你好，根据你的描述，这种情况考虑一般可以服用一些消炎药和清热解毒的药物治疗的，如阿奇霉素和头孢克肟等。平时注意多喝水为好的，祝你健康。，对于呼吸系统感染疾病的出现，患者朋友们应该做到及时治疗原则，因为早期的呼吸系统感染是容易得到改善的。患者们不要错过治疗的好时机。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高血压病会转化成什么？,缺血性脑卒中；球结膜微循环改变；心血管疾病；代谢综合征；心律失常；颈动脉粥样硬化；脂质过氧化；脑卒中；RHR增加；糖尿病；动脉粥样硬化；心脑血管疾病；出血；冠心病脑卒中；高尿酸血症；急性心肌梗塞；冠心病；抑郁症；心功能不全；肾功能损害；络病；颈动脉硬化；慢性肾功能不全；动脉硬化；血栓性疾病；主动脉硬化；心肌梗死；心力衰竭；脑梗死；急性心肌梗死；血栓栓塞性疾病,"
脑出血；冠心病；心力衰竭；脑梗死；心肌肥厚；动脉硬化；左室肥大；心律失常；心绞痛；心肌梗塞；冠状动脉粥样硬化性心脏病；缺血性脑卒中；脑血管病；心功能不全；慢性肾衰竭；脑梗死；急性脑血管病；脑出血、脑梗死；心肌梗死；心肌病；冠心病及脑血管病；心肌损伤；脑血管意外；心肌梗塞；心肌纤维化；心肌缺血",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for asking the query, According to your clinical signs and symptoms I suppose that you are suffering from Periodontitis which shows the above-mentioned symptoms such as swollen gums and weak teeth. I would suggest you to visit the Dentist and get the checkup done. Go for professional mouth scaling and polishing followed by the course of antibiotics and analgesics. Also get your blood sugar level estimation to know whether you are diabetic or not. Maintain a good oral hygiene. Use chlorhexidine mouthwash gargles twice daily. Hope this helps out. Regards.","
Hello and welcome to Chat Doctor. Thanks for your query. As per your history, it seems that you have developed an infection in the right lower leg which has spread to the right thigh. The symptoms of pain and swelling suggest that there is an inflammatory process going on. This may be due to a bacterial or fungal infection. You need to get a culture report from the discharge and then start appropriate antibiotic treatment. In addition, I would advise you to take an anti-inflammatory medicine like ibuprofen. If the condition doesn't improve, you should consult an orthopedic surgeon and get an MRI scan done. Wishing you good health.",0.23255813953488372,0.2702702702702703,0.24999999502812506,0.04672897196261682,0.05555555555555555,0.05076141635703107,0.22093023255813954,0.25675675675675674,0.2374999950281251
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome to Chat Doctor, The Presence of bacteria in the urine may lead to bladder infection and other forms of urinary tract infection. Escherichia coli is the most common organism responsible for bladder infection. The most common way bacteria gain access to the urinary system from outside is through the urethra. The most common symptoms of bladder infection are burning sensation when urinating, Frequent urge to urinate, Passing only small amounts of urine at a time despite the urge to urinate and cloudy Urine. Bladder infection is diagnosed by an urinalysis and the presence of white blood cells in urinalysis indicates bladder infection. Simple bladder infections in women can be treated with a three-day course of an antibiotic like Co-trimoxazole. The choice of antibiotic, the strength of the medication and the length of treatment vary depending on the circumstances and antibiotics need to be taken for 10 days or more. Thank you.","
Hi, Welcome to Chat Doctor .com I am Chat Doctor.  M. B. S., M. D. -PediatricsI understand your concern and share your anxiety. As per your history, it is possible that he may be suffering from a viral infection. Please do not worry about this. In my opinion, you should to see your family physician or pediatrician for further evaluation and treatment. He will examine your son, ask him few questions regarding his illness and then decide upon the next step in management. If needed, he may order some tests like blood test, X-ray etc. The treatment would depend on the diagnosis.",0.2247191011235955,0.20408163265306123,0.2139037383270898,0.03,0.020833333333333332,0.02459015909701788,0.21348314606741572,0.19387755102040816,0.20320855116131442
3岁儿童脑膜炎早期症状,脑膜炎就是一种炎症性病变，是指脑实质受病原体侵袭所导致的，对患者有着很大的影响，所以对于脑膜炎一定要引起重视，有些孩子就有可能会患上脑炎，所以在发现儿童患有脑膜炎后一定要进行治疗。那么，3岁儿童患有脑膜炎的早期症状是怎样的呢？3岁儿童患有脑膜炎就表示是脑膜和大脑本身都受损了，不论他们是哪一部位的受损，主要损害的是中枢神经系统。中枢神经系统对人体的支配，一个是意识，一个是运动。如果出现受损，在运动方面孩子往往会有肢体的运动障碍，比如说偏瘫、截瘫。有些孩子也可能会出现一种意识的障碍，比如说嗜睡、昏迷，更重的话可能会出现老百姓说的羊角风这种抽搐。宝宝出现脑膜炎的症状往往是因为炎症的发生，疾病早期时孩子通常会伴有发烧的症状。最常见的就是孩子有发烧的症状、呼吸道感染的症状，随后出现了意识的障碍、运动的障碍乃至于抽搐。上述文章介绍了3岁儿童脑膜炎早期症状，在发现儿童出现了这些病症时，就要及时送孩子就医，千万不要拖着，否则病情会越来越严重，甚至会给孩子留有后遗症，对孩子以后的成长也有一定的影响。,"
脑膜炎是一种常见的疾病，主要是由于病毒和细菌感染引起的。主要症状为头痛、发热、恶心、呕吐等。如果孩子出现这些症状，应及时就医治疗。小儿脑膜炎的症状是：1.发烧：发烧是脑膜炎最常见的症状之一。2.头痛：头痛是脑膜炎的另一个常见症状。头痛通常在早晨醒来时开始，然后逐渐加重，直到下午或晚上达到顶峰。3.呕吐：脑膜炎患者常伴有呕吐，呕吐物多为胃内容物，也可有咖啡色或血性呕吐物。4.颈强直：这是",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, If your MRI was done thrice, and it was normal on all three occasions, you might have to get some other tests performed. There are neurologists who check for nerve conduction defects. Sometimes these are useful in such a clinical scenario. We should ideally not think of your two problems (poor erections and bladder muscle weakness) as separate entities and should check if one solution will help both problems. There are other investigations which can also be performed. These include a penile Doppler to test vascularity of your phallus. You can also be tried with medications like alpha-blockers to see if urine flow improves, and if required also add medication to improve bladder muscle tone which unfortunately is not very often successful. Hope I have been able to help you.","
Hi, Thanks for your query. After reading your query, I understand your concern. I am sorry to hear about your mother's illness. The best way is to consult an oncologist and get her evaluated. A proper clinical evaluation along with appropriate tests like blood tests, X-ray chest, CT scan etc. will be required to decide the next step of treatment. If she is found to have cancer, then it can be treated by surgery, chemotherapy or radiotherapy. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. I will be happy to answer your questions.",0.2823529411764706,0.24489795918367346,0.26229507699244536,0.0,0.0,0.0,0.25882352941176473,0.22448979591836735,0.24043715349517766
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for writing in to us. It is important to review your condition in detail with imaging findings. A 1 mm and 2 mm mass in lymph nodes is less likely to be a cancer. These are too small to be told apart and can also be seen in many benign conditions. This requires clinical examination by a surgeon and correlation with your scan report. Since you had a total thyroidectomy in 2010, it will help to know the scan findings in the post-operative thyroid bed and know if there is any suspicious malignant process going on. In the absence of a recent mass or lymph nodes of considerable size in the area it is difficult to call it a recurrent cancer. You should consult a head and neck oncologist and discuss your report and get examined. If required further testing will be asked like a FNAC or nuclear scan. Please do not worry.","
Hi, Thanks for writing in. It is not clear what kind of treatment you have been given for your cancer. The tumor is said to be stage 3 and has spread to lymph nodes in your neck. This means that there is a high chance that cancer cells might have spread to other organs also. Since you have had radiation therapy it is important to know if the cancer has shrunk after this treatment. A scan like CT or MRI should be done to see the size of the tumor and whether it has reduced. If there is no reduction then chemotherapy will help. Please discuss with your doctors about starting chemotherapy as soon as possible. Please",0.4880952380952381,0.3904761904761905,0.43386242892416227,0.1415929203539823,0.10596026490066225,0.12121211631571417,0.4523809523809524,0.3619047619047619,0.4021163971781305
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your details. Everyone has their own way of enjoying sex and being in fantasy mood. Your husband thinks in a novel way. In fact, urination after sexual intercourse is pleasurable. This has nothing to do with prostrate related problems. Enjoy your husbands fantasy. If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications. Good luck. Take care.","
Hi and welcome to Chat Doctor. Thank you for your query. I have gone through your query and would like to make suggestions as follows:1. In my opinion, there is no need of any treatment for this condition unless it is causing discomfort or pain.2. If you have any symptoms such as pain, swelling, difficulty in walking etc., then visit an orthopedic surgeon for further evaluation.3. If the problem persists after 4-6 weeks, then you may require surgical intervention. I hope this information has been both informative and helpful for you. I wish you good health. Please do not hesitate to contact us again",0.2235294117647059,0.25675675675675674,0.238993705715755,0.0380952380952381,0.046511627906976744,0.0418848118034051,0.2235294117647059,0.25675675675675674,0.238993705715755
什么是子宫内膜单纯性增生，无,你好，子宫内膜如果比正常的厚的话可能会导致月经量过多或经期过长，可以导致贫血，目前治疗以手术刮宫为主，药物治疗没有效果。,"
你好，根据你的叙述子宫内膜单纯性增生是由于雌激素分泌过多，而孕激素相对不足引起的。建议你到医院做B超检查一下，如果宫腔有异常回声的话需要刮宫治疗，平时注意卫生，避免吃辛辣刺激性食物，保持心情舒畅。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome Thanks for consulting Chat Doctor, I have gone through your query, as you have mentioned that you have decayed broken tooth which has sharp edge causing injury on tongue for this you should visit dentist and go for Extraction of tooth or Grinding of tooth, Do warm saline gargle two - three times a day You can apply Anesthetic gel McCoppin on tongue twice daily for one week it will help you Hope this will help you.  Wishing you good health Regards ","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Michael. And I will try my best to help you. According to your history, it seems like an infection to me. The pain is due to the swelling in the tissue. The redness and warmth are signs of inflammation. The pain is also due to the inflammation. You need to take anti-inflammatory medicines. Also, apply ice packs over the area of swelling for 2 minutes at a time, several times a day. This will help reduce the swelling and the pain. Please do not worry about this problem. It will get better with treatment. Hope this answers your",0.23376623376623376,0.26865671641791045,0.24999999502411274,0.04950495049504951,0.06329113924050633,0.055555550630247356,0.2077922077922078,0.23880597014925373,0.222222217246335
严重梗阻性肾衰的手术治疗有些什么？,急诊手术；间断腹透,"
经皮肾穿刺造瘘术；经皮肾穿刺造瘘",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
巨细胞病毒抗体IGM的几点问题有？，我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多天.我该怎么办？,一。你的孩子仍然有巨细胞病毒。治疗6周。最好是住院后。3治疗后。病毒很可能复发。因此。为了预防。4。它可能会感到不适和发烧。年轻人或儿童感染可引起发热、疲劳和传染病等疾病。如果一个人接受含有病毒和发烧的输血。肝脏可能会发炎。有时在2至4周后。,"
您好，建议您到医院进一步做相关检查以明确诊断。目前没有特效药治疗CMV感染，可试用更昔洛韦、无环鸟苷等抗病毒药物进行治疗。平时注意休息，加强营养，增强抵抗力，定期复查。祝早日康复！",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your descriptions. I suggest you not to worry much. You have not mentioned your age and occupation in the description. From the description, I cannot see schizotypal personality disorder in you. But I do see anxiety rather health anxiety. To find out your personality type, you need to take personality tests which are administered by clinical psychologists. Don't go with tests available on the internet which are normally misguiding. Don't read unnecessary books. Even for a trained psychiatrist, it takes some time to understand your correct problem, in that case, how an untrained person can? Be confident, if you have a problem, Always say - SO WHAT?-. You need cognitive behavior therapy. I can help you with that. Please post a direct query to me with every minute details possible. I shall prescribe tailor made cognitive behavior therapy techniques to you which should clear your problems within weeks. Hope this answers your query. Available for further clarifications. Good luck.","
Hi and welcome to Chat Doctor.  Thank you for your query. I have gone through your query in detail. I understand your concern. It is very important to know whether there is any infection or not. If there is an infection then it can be treated with antibiotics. Also, if there is any ulceration of skin then it should be ruled out. You need to get it examined by a dermatologist. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. I will be happy to answer your questions. Wishing you good health. Take care.  Chat",0.3783783783783784,0.23931623931623933,0.29319371253090654,0.08823529411764706,0.05625,0.06870228532136854,0.36486486486486486,0.23076923076923078,0.2827225083424249
胃寒，气往上走，一天不吃饭不觉的饿，浑身无力，夏季,考虑是慢性胃炎或消化性溃疡，一般可以做钡餐或胃镜等检查确诊。胃炎或消化性溃疡病因和饮食不当，药物化学因素刺激，精神集中，幽门螺旋杆菌感染等有关。建议在当地医生指导下服用阿莫西林，克拉霉素，丽珠得乐和奥美拉唑等治疗。,"
你好，考虑为感冒的症状，表现为发热、咳嗽、鼻塞流涕或咽痛，可以服用感冒药进行治疗，如复方氨酚烷胺胶囊，阿莫西林胶囊等进行治疗。多喝开水，注意保暖很重要。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
月经一直没来怎么办，本人从2017年4月9号月经结束后，到今天7月17号月经一直没来,"你好，根据你的情况月经推迟不来没有怀孕考虑是内分泌失调引起的。
   考虑是内分泌失调引起的，建议你最好是打黄体酮针治疗，效果挺好的，忌口，不要吃辛辣食品，没事多运动增强体质。 
","
你好，引起月经不调的原因很多，如精神紧张、环境改变、气候恶劣、工作压力大、内分泌失调、妇科炎症、流产刮宫手术后等都可引起月经不调。建议您先去医院检查一下内分泌和B超，明确病因后再对症治疗，不要盲目用药。祝健康！
  指导意见：
  建议你最好是到医院做个B超检查，看看是否有器质性病变，然后再做针对性的治疗。平时注意休息，保持心情舒畅，加强营养，忌辛辣刺激食物。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, It seems your kid is having viral diarrhea. Once it starts it will take 5-7 days to completely get better.  Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting. You need not worry.  There is no need to use antibiotics unless there is blood in the motion. Antibiotics might worsen if unnecessarily used causing antibiotic-associated diarrhea. I suggest you use zinc supplements (Z&D Chat Doctor. ","
Hi, Thanks for your query. The symptoms which you have described seem to be related to a condition called as allergic rhinitis or hay fever. Allergic rhinitis is an allergic reaction of the nose to certain allergens like pollen, dust mite, mold spores etc. This causes inflammation of the lining of the nasal passages and the sinuses leading to runny nose, sneezing, itching in the nose, congestion, headache and sometimes cough. You can get relief from these symptoms by using antihistamines and corticosteroids available in the form of sprays or tablets. You need to avoid exposure to",0.14666666666666667,0.171875,0.15827337632627725,0.03225806451612903,0.03896103896103896,0.03529411269135018,0.14666666666666667,0.171875,0.15827337632627725
荨麻疹可以吃香菜么,荨麻疹不能吃香菜，饮食上还应注意以下几点，忌吃辛辣的鱼和海鲜这样的食物，会使荨麻疹加重。像鲜虾，螃蟹，鱿鱼，鱿鱼贝类，或竹笋，糯米，巧克力，咖啡，香料，糖等。多吃碱性食物，如：葡萄，绿茶，海带，西红柿，芝麻，黄瓜，胡萝卜，香蕉，苹果，橘子，萝卜，绿豆，意大利仁等。不要吃油炸脂肪的食物：如各种油炸，油炸，烟熏腌制肉制品，动物内脏，奶油蛋糕，巧克力等。荨麻疹通常被称为风疹。由于皮肤和粘膜小血管扩张和渗透性增加，这是局部水肿反应。它通常在2到24小时内消退，但反复出现新的皮疹。疾病的过程延迟了几天到几个月。临床上比较常见。荨麻疹的病因非常复杂，约有3/4的患者找不到病因，尤其是慢性荨麻疹。常见原因是：食品和食品添加剂；吸入；感染；药物；物理因素，如机械刺激，冷热，阳光等；昆虫叮咬；精神因素和内分泌变化；遗传因素。基本损害为皮肤出现风团。常先有皮肤瘙痒，随即出现风团，呈鲜红色或苍白色、皮肤色，少数患者有水肿性红斑。风团的大小和形态不一，发作时间不定。风团逐渐蔓延，融合成片，由于真皮乳头水肿，可见表皮毛囊口向下凹陷。风团持续数分钟至数小时，少数可延长至数天后消退，不留痕迹。皮疹反复成批发生，以傍晚发作者多见。风团常泛发，亦可局限。有时合并血管性水肿，偶尔风团表面形成大疱。治疗：1。消除原因，并尝试找出每个发作原因并避免它。如果是感染引起的，应积极治疗感染病灶。药物引起的应该停止过敏药物；食物过敏，发现过敏性食物后，不要吃这种食物。2.避免诱发因素，如感冒荨麻疹应注意注意保暖，乙酰胆碱碱性荨麻疹减少运动，出汗和情绪波动，接触荨麻疹减少接触机会。多注意饮食，要经常定期生活，参加适当的体育锻炼，及时检查，不能掉以轻心。,"
荨麻疹是由于皮肤、黏膜小血管扩张及渗透性增强而出现的一种局限性水肿反应，通常在2-24小时内消退，但反复发生新的皮疹。引起荨麻疹的原因很多，常见的包括：食物，如鱼虾、牛奶、蛋类、巧克力等；药物，如青霉素、磺胺类药、阿司匹林等；吸入物，如花粉、动物皮屑、羽毛、灰尘、螨等；物理因素，如冷、热、日光、摩擦等；感染，如病毒、真菌、细菌、原虫等；",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
