Step,Training Loss,rewards / chosen,rewards / rejected,rewards / accuracies,rewards / margins,logps / rejected,logps / chosen,logits / rejected,logits / chosen
285,0.0008,1.016941,-9.181877,1,10.198818,-389.730194,-605.080078,0.042417,0.205988
286,0.024,-0.415823,-8.888995,1,8.473172,-376.744019,-298.269318,-0.039951,-0.24123
287,0.0005,1.489731,-8.032031,1,9.521763,-366.582275,-780.899536,-0.139414,-0.454849
288,0.0094,0.528396,-7.353134,1,7.88153,-362.294067,-743.987671,-0.094898,-0.536212
289,0.0015,1.0937,-7.503278,1,8.596977,-361.423431,-352.691193,-0.010318,-0.607064
290,0.0014,-0.518901,-9.731375,1,9.212475,-377.029633,-456.642212,0.000585,-0.49951
291,0.0002,0.06189,-8.912075,1,8.973966,-379.337097,-574.752197,-0.064628,-0.112025
292,0.0008,1.033174,-7.904881,1,8.938056,-392.771118,-687.315002,-0.009556,-0.414711
293,0.0145,0.161482,-6.523333,1,6.684815,-367.627075,-531.522644,-0.10497,-0.491139
294,0,0.580063,-10.482832,1,11.062895,-393.434082,-504.254181,0.017673,-0.575977
295,0.0003,-0.011098,-9.901068,1,9.889971,-366.140198,-603.971497,0.037331,-0.512564
296,0.0567,-0.054221,-9.23079,1,9.176569,-395.705292,-395.993774,-0.069009,-0.308245
297,0.0014,1.172602,-10.238522,1,11.411124,-438.782623,-793.544861,-0.089286,-0.293374
298,0.0005,1.607743,-8.073822,1,9.681564,-367.736664,-422.953247,-0.060506,-0.639341
299,0.0005,1.487684,-8.06333,1,9.551014,-377.759949,-459.715973,0.139981,-0.647988
300,0.0523,-0.16444,-8.455708,1,8.291267,-360.757721,-533.735535,0.061022,-0.295875
301,0.0014,-0.256819,-8.502222,1,8.245403,-399.769287,-413.523743,0.228594,-0.471455
302,0.0028,-1.14448,-10.969281,1,9.8248,-389.462616,-250.472809,-0.161749,-0.166579
303,0.0031,2.159627,-6.664842,1,8.824469,-331.721985,-657.140076,-0.112733,-0.362662
304,0.0014,0.961399,-8.371514,1,9.332914,-365.560364,-505.104492,0.040466,-0.708659
305,0.0216,-2.584805,-11.560484,1,8.975679,-399.178833,-325.222107,-0.076779,-0.491657
306,0.0966,0.675863,-10.360506,0.875,11.036368,-398.772522,-517.766296,-0.007461,-0.825237
307,0.0004,1.293164,-8.40723,1,9.700395,-385.847717,-780.588318,-0.106324,-0.479363
308,0.0001,0.133298,-10.303783,1,10.437082,-367.048309,-458.995056,-0.041696,-0.393889
309,0.0008,0.641841,-8.903803,1,9.545643,-404.865356,-381.227905,0.182899,-0.585113
310,0.0022,0.781405,-8.490346,1,9.271751,-389.583191,-431.880432,-0.068879,-0.5797
311,0.0037,0.156687,-8.107219,1,8.263906,-387.635895,-491.160645,-0.105289,-0.363092
312,0.0235,0.351432,-8.449979,1,8.801411,-369.095093,-639.785828,-0.09281,-0.317721
313,0.0005,1.157683,-8.223776,1,9.381457,-350.689514,-408.485291,0.011205,-0.649312
314,0.0036,-0.783401,-7.978281,1,7.19488,-346.862762,-449.723206,-0.054807,-0.531129
315,0.0003,1.715105,-9.277838,1,10.992944,-440.780914,-415.448914,0.095136,-0.560173
316,0.0376,-0.619447,-8.343542,1,7.724095,-380.747314,-341.57254,0.000044,-0.3151
317,0.0022,-0.195166,-8.018696,1,7.82353,-361.96759,-473.525269,-0.046017,-0.314275
318,0.0002,1.221305,-7.91542,1,9.136725,-352.675232,-589.045776,-0.0992,-0.499371
319,0.0037,1.258305,-8.896975,1,10.155279,-393.598694,-725.713806,0.03121,-0.272559
320,0.0063,-1.394089,-9.806779,1,8.41269,-385.179291,-342.220367,-0.071044,-0.254278
321,0.0003,-0.822148,-10.054793,1,9.232645,-396.294403,-324.779358,-0.124263,-0.511095
322,0.0008,0.190883,-8.574629,1,8.765512,-380.1203,-577.085632,-0.001898,-0.612809
323,0.0007,-1.240425,-11.861507,1,10.62108,-401.997925,-415.344025,-0.089675,-0.024326
324,0.0918,0.298289,-9.034849,0.875,9.333138,-387.617493,-474.360352,-0.19452,-0.512948
325,0.006,-1.767842,-10.116566,1,8.348724,-375.578369,-413.374969,-0.079898,-0.37746
326,0.0062,-0.324406,-8.71261,1,8.388205,-353.907501,-476.47937,0.072906,-0.434111
327,0.001,0.340666,-10.241449,1,10.582116,-386.64032,-529.717407,-0.08358,-0.305017
328,0.0001,0.00063,-11.141935,1,11.142565,-382.936646,-591.844666,-0.060978,-0.529852
329,0.0102,-2.331882,-9.213011,1,6.881129,-362.821686,-405.268402,-0.110193,-0.168136
330,0,-1.094263,-12.907817,1,11.813553,-415.228882,-588.024719,0.106224,-0.3826
331,0.0002,0.205252,-11.144121,1,11.349374,-400.474548,-625.78717,0.010989,-0.30032
332,0.0035,-0.618434,-12.996471,1,12.378037,-429.741547,-564.310486,0.196822,-0.352068
333,0.0099,0.699244,-9.781271,1,10.480515,-389.90509,-543.504761,-0.051096,-0.58338
334,0.001,-1.31149,-13.345472,1,12.033981,-392.168884,-530.576355,0.025631,-0.541873
335,0.0001,-0.667187,-11.331204,1,10.664017,-388.202026,-403.377563,-0.011275,-0.61622
336,0.0005,-0.813974,-13.300232,1,12.486258,-435.40863,-524.454468,0.056389,-0.321366
337,0.0002,-0.962085,-11.331343,1,10.369257,-413.308411,-422.821747,0.069042,-0.368284
338,0.0001,-1.366527,-13.076011,1,11.709483,-422.230377,-346.809814,0.067626,-0.729503
339,0,-1.788016,-13.638116,1,11.8501,-394.542603,-582.211487,0.144508,-0.281001
340,0,0.110217,-13.366051,1,13.476269,-452.120789,-664.422485,0.113598,-0.434301
341,0.0003,-1.717916,-12.392109,1,10.674192,-427.448212,-385.329834,0.116877,-0.411276
342,0.0043,-3.149074,-15.619232,1,12.470159,-440.073944,-330.530212,0.23436,-0.101393
343,0.006,-3.829611,-13.125668,1,9.296057,-424.017273,-492.06839,0.215716,-0.45845
344,0.0018,-1.873688,-13.778612,1,11.904923,-429.016571,-332.413452,0.255603,-0.47569
345,0,-1.413591,-14.99366,1,13.580069,-468.780121,-716.125061,0.15525,-0.628874
346,0.0002,-1.73843,-13.778062,1,12.039633,-425.427887,-637.960022,-0.020287,-0.182614
347,0.0001,-4.060163,-15.685595,1,11.62543,-454.331421,-572.620361,0.250934,-0.321438
348,0.0001,-2.214976,-14.439209,1,12.224234,-462.497711,-459.341919,0.138762,-0.763759
349,0,-1.340832,-13.168505,1,11.827673,-421.064728,-851.600708,0.27449,-0.261635
350,0.0007,-2.21551,-13.665112,1,11.4496,-408.503418,-339.255676,0.287598,-0.483532
351,0,-1.661919,-15.478842,1,13.816923,-445.430359,-497.587524,0.225886,-0.673296
352,0.0013,-4.487092,-15.876269,1,11.389177,-443.799561,-517.843384,0.180692,0.066628
353,0.3053,-2.191824,-11.380369,0.875,9.188545,-378.065674,-498.706665,0.229935,-0.546299
354,0,-1.494678,-15.252595,1,13.757918,-415.643677,-678.681946,0.142071,-0.320454
355,0,-2.504355,-15.352055,1,12.847699,-448.995056,-423.501221,0.120722,-0.474256
356,0.0001,-0.339698,-14.45301,1,14.113312,-414.423279,-373.468903,0.35154,-0.348018
357,0.0013,-2.915782,-15.128437,1,12.212654,-424.247498,-458.966309,0.260909,-0.264794
358,0.0004,-2.018882,-15.834057,1,13.815174,-449.396118,-667.727905,0.136027,-0.478529
359,0.0001,-1.638882,-16.657974,1,15.019093,-443.41095,-458.880463,0.117633,-0.212094
360,0.0001,-3.14223,-15.980928,1,12.838699,-443.445984,-399.502747,0.112438,-0.554714
361,0.0004,-1.684485,-13.737272,1,12.052788,-412.55481,-529.0849,0.163773,-0.39981
362,0,-3.974879,-16.943768,1,12.968889,-452.731079,-651.473022,0.419878,-0.385795
363,0.0001,-1.619677,-14.450047,1,12.830372,-412.175842,-622.442322,0.126275,-0.368754
364,0,-1.060531,-16.167019,1,15.106485,-438.955261,-757.081482,0.252659,-0.272489
365,0.0002,-0.879756,-15.147177,1,14.267421,-457.981079,-711.754333,0.14532,-0.345046
366,0,-3.60974,-16.112535,1,12.502794,-414.109375,-329.792297,0.345066,-0.295094
367,0.0018,-3.363696,-14.773651,1,11.409954,-474.613617,-353.64328,-0.017107,-0.128764
368,0,-2.599588,-16.13389,1,13.534301,-457.558838,-805.067505,0.298854,-0.159638
369,0.0018,-3.055891,-14.882994,1,11.827104,-434.969604,-441.28125,0.145688,-0.434388
370,0.0001,-2.981195,-16.774212,1,13.793018,-435.165161,-579.087524,0.255537,-0.293646
371,0,-2.771209,-15.443324,1,12.672115,-428.278381,-634.385315,0.241838,-0.138405
372,0,-3.880763,-16.563938,1,12.683175,-446.16156,-519.133606,0.297196,-0.358758
373,0.0001,-1.592906,-15.978446,1,14.38554,-431.79187,-629.202087,0.218682,-0.208644
374,0,-3.079898,-15.684724,1,12.604826,-447.154572,-625.033936,0.247561,-0.22547
375,0.0018,-4.35079,-17.256029,1,12.905239,-471.508667,-417.711761,0.189336,-0.288226
376,0.0004,-3.789383,-16.057978,1,12.268595,-440.10083,-411.754791,0.136963,-0.235256
377,0.0001,-2.373095,-15.466929,1,13.093834,-480.927948,-365.870514,0.08681,-0.584616
378,0,-1.268459,-16.347771,1,15.079313,-464.246124,-976.659668,0.211231,-0.223378
379,0,-2.339418,-15.377253,1,13.037835,-409.418915,-394.266785,0.385145,-0.373424
380,0,-2.6481,-16.483011,1,13.83491,-491.93866,-433.644531,0.161053,-0.177079
381,0,-4.113315,-16.393244,1,12.279928,-459.654572,-410.142792,0.183885,-0.291263
382,0.0054,-2.726411,-14.98915,1,12.262739,-434.563446,-609.190796,0.336543,-0.3391
383,0,-3.571121,-15.994674,1,12.423553,-442.364624,-829.421753,0.261267,-0.285056
384,0,-1.58462,-16.576149,1,14.991527,-524.547974,-562.476562,0.363315,-0.649727
385,0.0001,-4.241652,-18.480255,1,14.238604,-481.41803,-490.085388,0.319245,-0.13724
386,0,-3.212568,-17.197918,1,13.985349,-472.131866,-423.325134,0.254755,-0.462623
387,0,-5.307025,-18.687115,1,13.380089,-483.083252,-719.043213,0.359285,-0.467407
388,0.0008,-4.18407,-15.803738,1,11.61967,-450.020935,-518.755737,0.425808,-0.562212
389,0,-1.366769,-16.0194,1,14.652632,-430.79425,-925.993286,0.154146,-0.205661
390,0,-3.177882,-17.172722,1,13.994841,-447.894409,-479.683533,0.170243,-0.254062
391,0.0209,-4.041763,-17.115566,1,13.073803,-430.641144,-612.608032,0.261641,-0.163637
392,0.007,-3.959274,-17.395979,1,13.436707,-467.112366,-388.518066,0.289392,-0.475983
393,0.0001,-3.793868,-17.890285,1,14.096416,-455.814392,-398.578827,0.137109,0.066055
394,0.0001,-4.774917,-16.927513,1,12.152596,-470.212585,-449.609497,0.257128,-0.669607
395,0.0001,-4.695107,-17.425018,1,12.72991,-451.594727,-571.147766,0.221635,-0.312845
396,0.0001,-3.970809,-16.559677,1,12.588869,-457.280884,-585.954346,0.19191,-0.166409
397,0,-3.410229,-16.495152,1,13.084921,-421.371643,-789.540771,0.38251,-0.220981
398,0,-3.247575,-17.873537,1,14.625963,-481.803711,-915.369934,0.21781,-0.400374
399,0,-4.504608,-19.702211,1,15.197604,-479.828308,-524.783325,0.288296,-0.276984
400,0.0003,-4.070174,-17.695189,1,13.625014,-449.104034,-509.189514,0.366765,-0.295637
401,0.0001,-4.502155,-17.248976,1,12.74682,-490.234833,-470.777832,0.348844,-0.307236
402,0,-4.346961,-18.383591,1,14.036631,-489.917297,-774.064087,0.296867,-0.252694
403,0.0002,-3.367409,-17.678711,1,14.311303,-457.515961,-713.177002,0.250822,-0.163741
404,0.0001,-4.024075,-19.161385,1,15.13731,-487.003662,-412.769104,0.393635,-0.570668
405,0,-3.513909,-18.197159,1,14.683249,-449.086243,-467.735291,0.407435,-0.299996
406,0.0028,-5.693353,-16.504925,1,10.811569,-460.706421,-395.932434,0.189364,-0.19863
407,0.0001,-7.980752,-20.120592,1,12.13984,-488.533447,-367.941162,0.270451,0.073026
408,0,-3.756931,-16.365583,1,12.608651,-457.955933,-498.132446,0.188906,-0.540199
409,0,-4.612933,-20.144142,1,15.53121,-527.108032,-635.878174,0.135278,-0.340379
410,0,-2.566696,-17.348101,1,14.781406,-471.976013,-726.280273,0.152371,-0.478386
411,0.0001,-4.576638,-17.741364,1,13.164724,-461.807007,-570.994934,0.32592,-0.233938
412,0.0004,-4.861993,-17.606936,1,12.744944,-471.684814,-629.213257,0.198688,-0.033156
413,0,-6.560219,-22.203098,1,15.642881,-536.193298,-392.854614,0.210891,-0.064795
414,0.0818,-3.617863,-15.784685,1,12.166822,-441.028381,-515.871765,0.330894,-0.320887
415,0.0005,-6.629421,-17.072807,1,10.443384,-433.673096,-365.415344,0.233608,-0.100283
416,0,-4.101083,-17.324068,1,13.222985,-437.58252,-401.885773,0.251778,-0.428486
417,0,-3.336884,-17.287487,1,13.950603,-459.290344,-663.640137,0.326647,-0.344712
418,0,-6.085066,-20.036575,1,13.951509,-470.817688,-596.915405,0.28283,0.006605
419,0.0011,-5.18803,-16.381721,1,11.193691,-424.852966,-629.157654,0.425022,-0.20036
420,0,-3.940954,-17.187202,1,13.246248,-473.012146,-641.801392,0.412949,-0.553821
421,0,-5.329725,-17.251833,1,11.922108,-472.357117,-421.657104,0.206129,-0.656241
422,0.0001,-6.439734,-17.600925,1,11.161191,-442.81134,-648.679077,0.280369,-0.271308
423,0.0041,-6.44519,-18.913906,1,12.468717,-471.785522,-381.952454,0.275891,-0.331653
424,0,-3.421763,-17.223181,1,13.801418,-496.674805,-999.985718,0.183098,-0.32134
425,0,-4.151778,-18.823259,1,14.671482,-484.201111,-623.119141,0.313153,-0.2064
426,0,-4.38914,-19.27681,1,14.887671,-495.102539,-650.197876,0.209044,-0.631425
427,0,-4.226324,-18.990246,1,14.763924,-490.879303,-559.116699,0.239687,-0.345721
428,0,-4.881239,-20.379969,1,15.49873,-511.369476,-592.559082,0.330147,-0.065732
429,0,-5.176522,-19.080263,1,13.903742,-487.119293,-554.741516,0.406939,-0.400073
430,0,-4.064342,-18.548069,1,14.483725,-494.670288,-786.393066,0.223951,-0.364884
431,0,-6.644484,-19.771061,1,13.126577,-494.787354,-487.481079,0.362534,-0.273863
432,0,-5.359853,-19.148321,1,13.788468,-470.61377,-620.647766,0.3627,-0.209426
433,0.0001,-6.687887,-20.093555,1,13.405668,-493.626221,-551.652527,0.363563,-0.394756
434,0,-4.874644,-18.266878,1,13.392234,-473.541687,-777.460938,0.105952,-0.379347
435,0,-5.943552,-18.239952,1,12.2964,-485.109283,-470.357483,0.241314,0.014076
436,0.7481,-7.053593,-17.987541,0.875,10.933948,-468.161621,-356.253052,0.249004,-0.089768
437,0.0001,-4.535748,-16.66078,1,12.125032,-451.847351,-698.295044,0.151566,-0.421885
438,0.0004,-3.519828,-15.402658,1,11.88283,-472.580811,-487.487915,0.18587,-0.606878
439,0.0001,-5.136258,-18.284891,1,13.148635,-461.570984,-551.032593,0.239211,-0.313917
440,0.1045,-6.335896,-19.201841,0.875,12.865946,-472.508759,-573.945801,0.364853,-0.4369
441,0.0001,-5.608501,-18.77615,1,13.167647,-470.704651,-395.025269,0.254806,-0.117659
442,0.0001,-3.645949,-18.075424,1,14.429476,-465.222656,-454.980286,0.269762,-0.097882
443,0.0044,-5.190177,-17.567461,1,12.377282,-469.133972,-566.510376,0.169081,-0.495237
444,0.0003,-4.723133,-19.142937,1,14.419804,-505.196136,-572.595459,0.273256,-0.226646
445,0.0023,-4.426935,-17.55938,1,13.132444,-489.896057,-441.185974,0.287536,-0.324616
446,0,-3.259092,-17.968197,1,14.709105,-477.161713,-941.865295,0.223773,-0.192508
447,0.0001,-3.154505,-16.862659,1,13.708155,-451.287109,-672.577332,0.27778,-0.292525
448,0.0001,-5.056085,-18.26745,1,13.211367,-471.126373,-419.539856,0.224138,-0.226384
449,0.0003,-4.991359,-16.239624,1,11.248266,-439.051086,-781.343567,0.308327,-0.250918
450,0,-3.256845,-18.158569,1,14.901726,-469.970093,-697.448975,0.325267,-0.167372
451,0,-3.972248,-18.507442,1,14.535194,-469.506775,-776.660583,0.299391,-0.19191
452,0,-2.611247,-19.680904,1,17.069656,-478.763489,-488.220856,0.264975,-0.526117
453,0,-3.855147,-17.781342,1,13.926195,-467.573181,-546.726807,0.294272,-0.240657
454,0.1942,-4.746271,-18.792112,0.875,14.04584,-456.355957,-385.638947,0.2559,-0.228564
455,0.0002,-4.023545,-17.821194,1,13.797648,-471.189453,-604.524841,0.137591,-0.42068
456,0,-3.191918,-18.590393,1,15.398476,-475.167175,-711.145996,0.328576,-0.215499
457,0.0003,-5.949445,-18.571827,1,12.622383,-471.382935,-374.752686,0.389991,-0.048654
458,0,-4.432446,-19.765549,1,15.333102,-475.026367,-445.285339,0.267269,-0.461595
459,0.0002,-3.911654,-16.230944,1,12.319289,-429.427917,-756.855408,0.366124,-0.233616
460,0,-3.269562,-18.855145,1,15.585581,-483.410797,-366.550232,0.32945,-0.351845
461,0.0065,-6.119824,-16.560539,1,10.440714,-432.928223,-461.478821,0.16226,-0.202255
462,0,-2.578077,-18.347389,1,15.769312,-453.551758,-794.088867,0.226762,-0.2292
463,0.0009,-4.363088,-17.381554,1,13.018465,-460.87851,-926.248657,0.351449,-0.237051
464,0.0852,-4.049939,-17.640779,1,13.59084,-484.218079,-485.89328,0.201111,-0.488594
465,0,-3.194008,-19.736858,1,16.54285,-488.630249,-508.718719,0.311518,-0.360944
466,0,-4.424616,-19.175144,1,14.750528,-450.560455,-361.956665,0.422819,0.003031
467,0.1027,-3.954792,-17.409733,0.875,13.454941,-464.220886,-359.596863,0.228448,-0.32188
468,0,-4.042285,-19.224529,1,15.182245,-469.874664,-395.164856,0.315406,-0.548385
469,0,-5.031833,-19.458519,1,14.426685,-486.03009,-513.024292,0.318151,-0.418368
470,0,-4.502885,-19.007822,1,14.504936,-459.608704,-417.842743,0.363011,-0.288531
471,0,-4.502994,-21.773199,1,17.270205,-509.417114,-442.201996,0.425599,-0.189615
472,0.0001,-4.736645,-16.535063,1,11.798418,-445.885468,-550.992859,0.286161,-0.351116
473,0.0001,-5.612076,-19.446079,1,13.834003,-497.613159,-573.092285,0.230647,-0.327813
474,0,-4.207126,-21.379805,1,17.172678,-501.84967,-504.477081,0.356316,0.019431
475,0,-3.479224,-19.698662,1,16.219437,-503.281677,-556.537354,0.397159,-0.313093
476,0,-3.499713,-17.717468,1,14.217756,-461.658356,-701.590576,0.372239,-0.076678
477,0,-4.388067,-18.393175,1,14.005108,-476.448914,-401.710724,0.251333,-0.277508
478,0,-2.756225,-18.052971,1,15.296747,-470.919312,-427.705231,0.309963,-0.717742
479,0.0002,-3.628577,-19.076748,1,15.448172,-467.66394,-565.291809,0.527581,-0.232011
480,0.0001,-4.131514,-18.606152,1,14.474636,-479.885254,-614.981689,0.240867,-0.350998
481,0.0016,-5.435095,-17.477644,1,12.042549,-445.449341,-529.51416,0.422954,0.043827
482,0,-4.112994,-18.570145,1,14.45715,-464.737762,-492.499542,-0.004906,-0.433525
483,0,-3.765976,-18.983425,1,15.217449,-456.249268,-699.53125,0.368179,-0.263718
484,0,-1.762808,-18.113686,1,16.350878,-476.114655,-554.944763,0.176918,-0.659602
485,0,-4.367559,-19.04213,1,14.674572,-478.561127,-720.680664,0.387464,-0.271837
486,0,-6.489061,-19.739265,1,13.250205,-490.190796,-399.367035,0.337634,-0.085006
487,0,-3.549211,-19.084709,1,15.535501,-498.982513,-719.468811,0.270223,-0.557568
488,0,-5.635661,-20.225456,1,14.589796,-477.244232,-762.607788,0.332969,-0.281712
489,0,-2.999695,-19.215511,1,16.215816,-516.138306,-662.020386,0.201985,-0.582227
490,0,-5.375758,-20.533461,1,15.157701,-482.295837,-764.234863,0.434128,-0.116856
491,0,-4.940745,-19.522446,1,14.5817,-463.718567,-540.270813,0.378926,-0.392273
492,0.0002,-5.758245,-19.463879,1,13.705635,-501.734894,-899.776794,0.402349,-0.257605
493,0,-4.73085,-20.988688,1,16.257837,-530.603943,-524.53833,0.301302,-0.408081
494,0.0005,-5.988202,-19.350212,1,13.36201,-489.133362,-543.095825,0.511461,-0.303715
495,0,-5.437886,-19.292603,1,13.854717,-457.862671,-460.878265,0.320178,0.018699
496,0.0001,-4.521457,-18.930943,1,14.409486,-489.607483,-546.612183,0.419211,-0.121761
497,0.0005,-5.715147,-21.316772,1,15.601625,-489.807068,-742.83783,0.493987,-0.363523
498,0,-5.635652,-21.287464,1,15.651812,-491.618958,-399.486511,0.340294,-0.118444
499,0,-4.975132,-19.647457,1,14.672325,-477.22522,-735.424377,0.429523,0.035233
500,0.2774,-7.512443,-17.781153,0.875,10.26871,-447.997833,-467.825439,0.375772,-0.29469
501,0,-4.748733,-20.61973,1,15.870997,-485.639313,-853.316467,0.326649,-0.309453
502,0.0109,-5.708332,-20.421255,1,14.712923,-471.457031,-534.84906,0.435073,-0.043437
503,0.0001,-6.749757,-19.524567,1,12.77481,-499.006592,-424.468536,0.332801,-0.18629
504,0,-5.304275,-21.812103,1,16.507828,-515.464844,-636.150391,0.410938,-0.512237
505,0,-6.344717,-20.516855,1,14.172138,-470.538086,-388.243103,0.384267,-0.130686
506,0.0461,-5.857035,-16.766312,1,10.909278,-448.610535,-778.444702,0.227734,-0.204271
507,0,-7.800192,-22.208311,1,14.408119,-528.784424,-490.82605,0.347229,-0.265671
508,0,-4.946687,-20.753689,1,15.807003,-504.334778,-378.983551,0.437813,-0.593241
509,0,-4.974802,-20.220654,1,15.245851,-536.995605,-688.62085,0.267677,-0.468019
510,0,-5.897298,-20.286253,1,14.388956,-504.070129,-626.780273,0.422547,-0.1887
511,0,-5.437709,-21.37558,1,15.93787,-504.840057,-600.402832,0.424493,0.019455
512,0,-6.1947,-20.507936,1,14.313236,-467.959717,-552.673218,0.498931,-0.042729
513,0.0146,-5.402323,-19.308857,1,13.906535,-470.099213,-537.861694,0.350751,-0.256711
514,0,-8.022091,-22.749943,1,14.727854,-510.885437,-474.846497,0.343244,0.047966
515,0,-4.538017,-21.227503,1,16.689487,-511.78479,-897.631531,0.428093,-0.179311
516,0,-5.988702,-20.414358,1,14.425656,-490.665192,-882.62146,0.433716,-0.570105
517,0,-5.756646,-21.248796,1,15.492149,-490.381958,-804.026245,0.426276,-0.115508
518,0,-5.998121,-20.47406,1,14.47594,-482.335938,-622.988953,0.385328,-0.340319
519,0.0061,-6.11444,-19.11322,1,12.998779,-460.155029,-700.131592,0.326708,-0.383501
520,0,-6.958096,-20.168331,1,13.210234,-480.588043,-768.881958,0.356194,-0.217237
521,0,-6.68101,-22.10611,1,15.425098,-519.96521,-521.753357,0.276683,-0.452391
522,0,-6.838926,-20.15822,1,13.319295,-479.649414,-492.545288,0.273107,-0.204178
523,0,-6.662782,-20.85507,1,14.192289,-496.486328,-569.787354,0.313777,-0.512923
524,0.0001,-7.133142,-22.264549,1,15.131409,-508.695282,-490.24823,0.330094,-0.298778
525,0,-8.662557,-21.478338,1,12.815782,-485.391663,-514.557251,0.368382,-0.082177
526,0.0001,-6.149526,-20.52882,1,14.379293,-461.059937,-531.113037,0.424501,-0.388919
527,0.0001,-8.273001,-21.654408,1,13.381409,-513.644897,-399.02002,0.434933,-0.15267
528,0,-5.755804,-22.906221,1,17.150419,-560.829773,-631.052551,0.207828,-0.2682
529,0.0006,-8.889874,-24.579819,1,15.689945,-543.479492,-439.701874,0.302013,-0.306319
530,0.3396,-9.088534,-18.898155,0.875,9.809622,-497.396149,-421.908997,0.203057,-0.147442
531,0.0002,-8.012707,-19.948641,1,11.935934,-502.452209,-520.130676,0.426601,-0.183942
532,0,-6.076786,-20.433594,1,14.356807,-484.983215,-461.440948,0.509843,-0.164043
533,0,-6.435239,-20.688847,1,14.253608,-496.96933,-628.811462,0.299977,-0.436014
534,0.0005,-5.470045,-16.443247,1,10.973202,-463.808838,-579.818115,0.237928,-0.312068
535,0,-6.984626,-20.34646,1,13.361835,-488.113281,-423.797791,0.375798,-0.333303
536,0.0002,-7.445183,-18.741486,1,11.296303,-467.723877,-469.936646,0.186148,-0.29522
537,0,-5.301301,-20.859993,1,15.558693,-511.290161,-516.496338,0.382139,-0.536735
538,0,-6.656026,-19.423088,1,12.767063,-461.638672,-424.537476,0.320001,-0.177795
539,0,-5.965874,-20.83136,1,14.865484,-481.847015,-582.783813,0.31981,-0.343759
540,0.0003,-8.596015,-20.063086,1,11.467071,-494.825195,-700.530457,0.229685,-0.130942
541,0.0001,-5.15265,-19.571968,1,14.419317,-481.37854,-705.376404,0.255732,-0.492155
542,0,-5.776268,-20.27055,1,14.494282,-516.21228,-678.898071,0.198829,-0.510911
543,0,-6.295595,-21.010567,1,14.714972,-491.04129,-526.65332,0.373119,-0.078873
544,0,-4.980141,-20.431568,1,15.451427,-536.059631,-755.273193,0.281185,-0.410255
545,0,-6.090452,-21.52751,1,15.437058,-539.512024,-392.877472,0.275955,-0.446508
546,0,-5.946847,-21.650642,1,15.703796,-526.213989,-552.258362,0.281897,-0.451848
547,0,-4.942156,-19.485275,1,14.543119,-486.017181,-620.489563,0.297086,-0.1342
548,0.0001,-5.908914,-20.567484,1,14.658569,-494.097168,-661.91626,0.38417,-0.412127
549,0,-6.749879,-19.337425,1,12.587546,-448.999451,-499.755737,0.30627,-0.395366
550,0,-4.832942,-19.345388,1,14.512444,-488.325653,-678.373047,0.343159,0.252886
551,0,-5.507723,-19.345482,1,13.837757,-514.045776,-872.569397,0.243361,-0.135266
552,0,-6.456584,-19.198723,1,12.74214,-469.62915,-424.619873,0.26283,-0.070177
553,0,-5.178173,-19.472441,1,14.294268,-464.82724,-601.167603,0.371153,0.000934
554,0,-5.493426,-18.462219,1,12.968792,-468.593903,-574.902588,0.270519,-0.341394
555,0.0001,-5.70014,-19.255013,1,13.554873,-447.864075,-404.775116,0.494284,-0.188651
556,0,-6.575673,-19.642807,1,13.067133,-479.505432,-855.501587,0.323376,-0.149479
557,0.0005,-5.30015,-18.853661,1,13.553511,-470.686432,-395.034637,0.43359,-0.28724
558,0,-6.656388,-18.94684,1,12.290451,-489.322021,-633.171753,0.288506,-0.408128
559,0,-3.068629,-17.566816,1,14.498187,-472.652039,-782.079834,0.448029,-0.354658
560,0.0117,-6.712072,-20.426428,1,13.714355,-478.536469,-434.716034,0.500001,-0.312783
561,0,-6.024909,-19.673229,1,13.648319,-466.201324,-376.734772,0.339306,-0.137628
562,0,-5.271738,-22.324993,1,17.053255,-545.037537,-451.882751,0.203385,-0.30816
563,0,-4.090305,-18.499168,1,14.408866,-484.837891,-640.14209,0.276971,-0.240323
564,0.0001,-5.844693,-18.950867,1,13.106173,-512.395874,-447.469849,0.329479,-0.628075
565,0,-3.963433,-18.213629,1,14.250196,-463.598755,-698.723999,0.19068,-0.693766
566,0.0003,-5.25886,-18.857817,1,13.598957,-457.255249,-527.765747,0.38661,-0.327244
567,0,-5.894227,-18.128519,1,12.23429,-469.828156,-747.462769,0.347449,-0.275655
568,0.0002,-5.21494,-17.240335,1,12.025396,-437.807373,-681.629883,0.37173,-0.111907
569,0,-5.467645,-18.619869,1,13.152224,-507.775543,-431.106201,0.297673,-0.708797
570,0,-3.868598,-18.477257,1,14.60866,-535.811035,-541.722839,0.423407,-0.434729
571,0.0001,-6.591795,-18.52685,1,11.935055,-454.117981,-463.14325,0.287177,-0.305754
572,0,-4.720446,-20.694931,1,15.974483,-492.808228,-619.43811,0.296376,-0.423315
573,0.0004,-4.321647,-17.850082,1,13.528436,-466.009521,-641.826172,0.241175,-0.184762
574,0,-4.63882,-19.42868,1,14.78986,-459.898254,-587.365234,0.263188,-0.593011
575,0,-4.097223,-17.205936,1,13.108713,-446.650757,-400.169189,0.275393,-0.503473
576,0,-4.728578,-19.754133,1,15.025556,-462.665161,-812.288879,0.311029,-0.356175
