instruction,reference,generated,bleu
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；饮酒；肺部感染；呼吸道感染；职业暴露；遗传因素；过敏性鼻炎；空气污染；细菌、病毒和支原体等病原体感染；环境污染；吸烟史；病毒感染；环境因素；吸烟；细菌感染；吸烟、饮酒；尘螨；呼吸道感染；吸烟史和饮酒；烟草；吸烟及饮酒；吸烟及饮酒史；吸烟和饮酒；吸入有害气体；吸烟及饮酒史、职业暴露；吸烟史、饮酒；吸烟史及饮酒；吸烟史及饮酒史；吸烟、饮酒史；吸烟及饮酒史；吸烟、饮酒及职业暴露；",0.0
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
枕骨大孔；后颅窝；枕骨大孔区；颅底；枕骨大孔区枕骨斜坡；小脑幕下；枕骨斜坡；枕骨大孔及后颅窝；枕骨斜坡部；枕骨斜坡和后颅窝；枕骨大孔及枕骨斜坡；枕骨大孔区枕骨斜坡部；枕骨大孔区枕骨斜坡；枕骨大孔区枕骨斜坡及后颅窝；枕骨斜坡部；枕骨斜坡；枕骨斜坡区；枕骨斜坡",0.0
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
护理干预；健康教育路径护理；健康教育路径；眼部护理；健康教育；健康宣教；心理护理；常规护理；营养支持；加强心理护理；临床护理路径；抗感染治疗；护理路径；健康教育路径护理干预；营养支持治疗；饮食护理；综合护理干预；营养支持疗法；心理护理干预；健康教育路径护理措施；健康教育路径护理方法；护理路径方案；常规护理模式；临床护理；营养支持法；临床护理路径(CNP)；营养支持方式；护理路径模式；健康教育路径护理方法；健康教育路径护理；护理路径模式干预",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hello! Welcome on Chat Doctor ! Regarding your concern, I would explain that your symptoms could be related to an inflammatory condition of the bladder or the urinary tract. A possible cause for this could be a urinary tract infection. For this reason, I recommend consulting with your GP for a physical exam and some tests: - a urine test to search for bacteria or blood cells- a kidney and urinary tract ultrasound- a blood test for complete blood count, kidney function tests, electrolytes levels and vitamin D and vitamin B122 levels. An endoscopic examination of the bladder (cystoscopy) may be needed in case of persistent symptoms",1.9980923821280467
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Given the history of nerve damage with diabetes these symptoms may be of nerve damage. Do take care of keeping your foot straight with pillows under knee to prevent any unwanted stretch at nerve.  Chat Doctor.  Do visit a neurologist. He may be able to help you with some nerve pain relieving medication. Do some active movements of toes and ankle it will keep the muscles toned up and prevent any swelling of ankles. Hope you find the answer useful. Let me know if I can assist you further.","
Hi, Thanks for writing in. It is important to know if your blood pressure is high and also if there is any swelling of legs or other symptoms like dizziness etc. You have not mentioned these details. Please do not worry about the pain in your chest as it can be due to anxiety. Anxiety can cause pain in the chest and also make you feel breathless. Please get your blood pressure checked once. If it is normal then no need to worry much. Please avoid stressful situations and relax. Take deep breathing exercises and try to calm down. Hope this helps. Chat Doctor.  Regards.  Chat Doctor.  Gastro",4.368898477633508
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello. Thanks for writing to us. The effects of wagon insecticidal spray are completely reversible with the help of antidotes.  You need to attend to an ER for proper control of symptoms and anti dote treatment. Till that time, avoid bright light exposure, take slow and deep breaths and do not take any sedative or any other Chat Doctor. I hope this information has been both informative and helpful for you.","
Hi, Thanks for asking. Based on your clinical history and symptoms, I would think of chronic bronchitis or emphysema as possible causes. You need to consult a pulmonologist for confirmation and management. He may order chest x-ray, pulmonary function tests and other relevant tests. Till then, avoid exposure to smoke and pollution. Take inhaled bronchodilators like albuterol and corticosteroids like fluticasone. Hope it helps. Any further queries, happy to help again. Regards Chat Doctor.  V. Anand, Pulmonologist.  (If you wish to discuss any specific",5.278883897791726
前列腺癌有哪些原因造成的，我父亲09年实施前列腺癌根治术，术后发觉已骨转移，后用间歇内分泌双得疗法，坚持了5年，一直有效，今年73岁。2个半月前打两次针，第一个月后PSA为4（以前第二针通常降为1或2），第三月没仔细检查（父亲固执不想去）。最近一个月父亲食欲不振，前晚骨盆睡不着，但白天昨晚又不痛了。父亲性格开朗，身体条件较好，重视生活质量，坚决不同意放射治疗，化疗方法。在乎怎样的帮助：前列腺癌有哪些原因引发的,1、年龄因素：年纪越大，再次发生前列腺癌的机会也就越高。2、隔代遗传因素：血亲中有前列腺癌的人，得前列腺癌的机会就比一般人高；换句话说，约有9%的前列腺癌患者有家族病史。3、荷尔蒙因素：绝大多数的前列腺癌细胞表面有男性荷尔蒙的接受器，而丧失男性荷尔蒙的刺激，前列腺癌细胞就会膨胀萎缩。,"
前列腺癌是一种常见的男性生殖系统恶性肿瘤，其主要原因是与遗传因素、环境因素和生活习惯有关。其中，遗传因素是最重要的原因之一，尤其是家族中有前列腺癌病史的人群患病风险更高。此外，环境污染、饮食习惯、吸烟饮酒等不良生活方式也是导致前列腺癌的重要因素。
建议您及时带父亲到医院复诊，根据病情决定合适的治疗方案。如果目前病情稳定，可以采用保守治疗，如药物控制症状，提高生活质量；如果病情进展较快，则需要考虑手术治疗或其他治疗方法。同时，注意调整饮食结构，避免高脂肪、高热量的食物，多吃蔬菜水果",0.0
蛔虫病手术需要注意哪些问题？，本人34岁，最近不知道怎么回事总是感觉恶心想吐，胃部阴阴作痛有时有灼热反酸的症状，去医院看过好了一段时间后又开始犯了，请问蛔虫病手术需要注意哪些问题？,蛔虫并，主要是饮食平时卫生不洁，或者是排便极冷饮食导致，一般主要症状的hi肚脐周围反反复复复发性疼痛，并伴发饮食增加或者是消瘦等症状的再次发生的，如果导致胆道蛔虫，一般疼痛严重，表现出为钻顶样疼痛，如果药物救治无效的话需要有考虑手术救治的，一般术前防止排便，术后留意休息，互相配合饮食增强营养。,"
你好，一般情况下，如果患上了肠系膜淋巴结炎的话，是需要有及时的实施手术救治的，否则可能会致使病情缓解，甚至再次出现其他并发症，比如说肠梗阻等，所以一定要及时的实施手术救治。术后一定要留意歇息，不要操劳，饮食要清淡许多，防止极冷硬辛辣刺激的食物。除了服药救治肠道疾病外，患者还需要有看重护理方面，比如恰当饮食，始终保持心情愉快。与此同时患者还要留意决定一家三甲医院诊病，这样才能获得良好的治疗效果。最后期望上述的答案可以帮助到你，谢谢。",0.0
工作积极性高组的风险评估因素有些什么？,收入满意度,"
学历；年龄；婚姻状况；职业；收入；职务；健康状况；家庭负担；经济压力；人际关系；工作环境；身体不适；社会支持；精神压力；工作满意度；自我效能感；工作压力；工作投入；组织承诺；组织文化；工作态度；工作自主性；工作压力感；工作压力源；工作满意度水平；工作满意度水平低；工作满意度水平高；工作满意度；工作满意度低；工作满意度高；工作满意度水平较高；工作满意度水平较低；工作满意度水平较高认知；工作满意度水平较低认知；工作满意度水平较高认知；工作满意度水平",0.0
男性甲型流感的临床表现有些什么？,头痛；咽痛；咳嗽；流涕,"
高热；头痛；咽痛；咳嗽；肌痛；乏力；寒战；流涕；关节痛；鼻塞；全身酸痛；腹痛；恶心；呕吐；腹泻；腹胀；皮疹；胸闷；心悸；头晕；结膜充血；胸痛；咯血；烦躁；厌食；干咳；发热；眼结膜充血；腹痛腹泻；腹痛、腹泻；肌肉酸痛；腹痛及腹泻；胃肠道症状；腹痛、腹泻、恶心、呕吐；腹泻、腹痛；腹泻、腹胀；腹痛、腹泻、恶心",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, To me the symptoms appear like the onset of a syncope. A syncope is usually caused by reduced blood supply to the brain. The first thing that I would like to get done for you is the cardiac evaluation. The heart problems are very well known to manifest after exertion. When one works out on a regular basis then body gets accustomed to that level of exertion and this adaptation goes off with stopping the activity. Probably that is causing the problem for you when you start it after a gap. I would definitely want a heart check up. Good luck.","
Hello! Welcome on Chat Doctor ! Regarding your concern, I would explain that your symptoms could be related to an allergic reaction or to a sinusitis. For this reason, I recommend consulting with your GP for a careful physical exam and some tests: - a chest X-ray study- a blood count for anemia and infection- a throat swab for possible infections- a nasal endoscopy if needed. A skin test for allergies could be useful too. You should discuss with your doctor on the above issues. Hope to have been helpful! Kind regards,  Chat Doctor.  S. Mazzotta, MD.  Please don't",1.4842678596082322
咽部充血有哪些治疗药物，同学最近咳嗽的情况比较的严重，有时候半夜因为他咳嗽声音而被吵醒，他的咳嗽里面还伴有咳血出来，检查出来他的咽部充血了所以红红的诶，那么治疗这个病有什么药物？,"你好，比如服用清热润喉丸或者含服清咽滴丸,也可以用玄参,黄精,麦冬各10克,每天泡水喝,可以减轻局部的不适和充血现象.一,多喝开水；二,金嗓子喉片；坚持几天,必有验效,试试吧，其实得了急性淋巴结炎并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大。","
病情分析：你好！根据你描述的症状考虑是急性咽炎，主要由于病毒感染引起的。指导意见：建议多喝水，注意休息，不要吃辛辣刺激性食物，可以服用抗生素，如阿莫西林胶囊，清咽丸等，同时服用利咽颗粒，含漱双黄连口服液，对改善症状有帮助。祝健康！以上是对“咽部充血有哪些治疗药物”这个问题的建议，希望对您有帮助，祝您健康！  指导意见：  你好！根据你描述的症状考虑是急性咽炎，主要由于病毒感染引起的。建议多",0.0
高血压病会转化成什么？,缺血性脑卒中；球结膜微循环改变；心血管疾病；代谢综合征；心律失常；颈动脉粥样硬化；脂质过氧化；脑卒中；RHR增加；糖尿病；动脉粥样硬化；心脑血管疾病；出血；冠心病脑卒中；高尿酸血症；急性心肌梗塞；冠心病；抑郁症；心功能不全；肾功能损害；络病；颈动脉硬化；慢性肾功能不全；动脉硬化；血栓性疾病；主动脉硬化；心肌梗死；心力衰竭；脑梗死；急性心肌梗死；血栓栓塞性疾病,"
肾功能不全；心肌肥厚；心力衰竭；冠状动脉粥样硬化性心脏病；脑血管意外；心律失常；糖尿病；心肌梗死；左室肥大；心脏瓣膜病；急性心肌梗塞；冠心病；心绞痛；慢性心功能不全；心脏扩大；心肌缺血；心肌纤维化；心肌肥厚和重构；心肌萎缩；心房颤动；心肌梗死；心肌肥厚与重构；心肌缺血再灌注损伤；冠状动脉粥样硬化；左",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for asking the query, According to your clinical signs and symptoms I suppose that you are suffering from Periodontitis which shows the above-mentioned symptoms such as swollen gums and weak teeth. I would suggest you to visit the Dentist and get the checkup done. Go for professional mouth scaling and polishing followed by the course of antibiotics and analgesics. Also get your blood sugar level estimation to know whether you are diabetic or not. Maintain a good oral hygiene. Use chlorhexidine mouthwash gargles twice daily. Hope this helps out. Regards.","
Hi... Thank you for consulting in Chat Doctor. Skin problems in children are mostly due to allergy or infection - either viral or bacterial. I suggest you to upload images on this website so that I can guide you scientifically.  Hope my answer was helpful for you.  I am happy to help any time. Further clarifications and consultations on Chat Doctor are welcome. If you do not have any clarifications, you can close the discussion and rate the answer. Wish your kid good health. Regards -  Chat Doctor.  Lybrate - Expert opinion on all health conditions.  Visit www.lybrate.com/doctor  For appointment call ",2.5594881135163265
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome to Chat Doctor, The Presence of bacteria in the urine may lead to bladder infection and other forms of urinary tract infection. Escherichia coli is the most common organism responsible for bladder infection. The most common way bacteria gain access to the urinary system from outside is through the urethra. The most common symptoms of bladder infection are burning sensation when urinating, Frequent urge to urinate, Passing only small amounts of urine at a time despite the urge to urinate and cloudy Urine. Bladder infection is diagnosed by an urinalysis and the presence of white blood cells in urinalysis indicates bladder infection. Simple bladder infections in women can be treated with a three-day course of an antibiotic like Co-trimoxazole. The choice of antibiotic, the strength of the medication and the length of treatment vary depending on the circumstances and antibiotics need to be taken for 10 days or more. Thank you.","
Hi thanks for contacting Chat Doctor... Noted you have chronic bronchitis and also having symptoms of wheezing. You need to take anti allergic medicine like levocetrizine or fexofenadine once daily. Also you can use antihistamine nasal spray like fluticasone nasal spray once daily. For breathing problem I would suggest you to take albuterol inhaler as needed. If symptoms persist than you may need to consult pulmonologist and get done PFT (pulmonary function test) for confirmation. Hope this will help you. Wishing you good health. Regards.... Chat Doctor",1.0049660255758381
3岁儿童脑膜炎早期症状,脑膜炎就是一种炎症性病变，是指脑实质受病原体侵袭所导致的，对患者有着很大的影响，所以对于脑膜炎一定要引起重视，有些孩子就有可能会患上脑炎，所以在发现儿童患有脑膜炎后一定要进行治疗。那么，3岁儿童患有脑膜炎的早期症状是怎样的呢？3岁儿童患有脑膜炎就表示是脑膜和大脑本身都受损了，不论他们是哪一部位的受损，主要损害的是中枢神经系统。中枢神经系统对人体的支配，一个是意识，一个是运动。如果出现受损，在运动方面孩子往往会有肢体的运动障碍，比如说偏瘫、截瘫。有些孩子也可能会出现一种意识的障碍，比如说嗜睡、昏迷，更重的话可能会出现老百姓说的羊角风这种抽搐。宝宝出现脑膜炎的症状往往是因为炎症的发生，疾病早期时孩子通常会伴有发烧的症状。最常见的就是孩子有发烧的症状、呼吸道感染的症状，随后出现了意识的障碍、运动的障碍乃至于抽搐。上述文章介绍了3岁儿童脑膜炎早期症状，在发现儿童出现了这些病症时，就要及时送孩子就医，千万不要拖着，否则病情会越来越严重，甚至会给孩子留有后遗症，对孩子以后的成长也有一定的影响。,"
脑膜炎是脑实质和脑膜的炎症，常由细菌、病毒或真菌等微生物感染引起。临床表现有发热、头痛、呕吐、嗜睡、抽搐、昏迷等。儿童期的脑膜炎以细菌性脑膜炎多见，其中肺炎链球菌、流感嗜血杆菌、脑膜炎双球菌是常见的病原菌，主要通过呼吸道传播。脑膜炎是脑实质和脑膜的炎症，常由细菌、病毒或真菌等微生物感染引起。临床表现有发热、头痛、呕吐、嗜睡、抽搐、昏迷等",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, If your MRI was done thrice, and it was normal on all three occasions, you might have to get some other tests performed. There are neurologists who check for nerve conduction defects. Sometimes these are useful in such a clinical scenario. We should ideally not think of your two problems (poor erections and bladder muscle weakness) as separate entities and should check if one solution will help both problems. There are other investigations which can also be performed. These include a penile Doppler to test vascularity of your phallus. You can also be tried with medications like alpha-blockers to see if urine flow improves, and if required also add medication to improve bladder muscle tone which unfortunately is not very often successful. Hope I have been able to help you.","
Hi... Thank you for consulting in Chat Doctor. Skin problems are best diagnosed only after seeing directly. I suggest you to upload photographs of the same on this website, so that I can guide you scientifically.  Hope my answer was helpful for you.  I am happy to help any time. Further clarifications and consultations on Chat Doctor are welcome. If you do not have any clarifications, you can close the discussion and rate the answer. Wish your kid good health. Regards -  Chat Doctor.  S. Anand, MD (Pediatrics)  Senior Neonatologist, Apollo Hospitals, Hyderabad, India.  Editor-In",1.4229611479206665
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for writing in to us. It is important to review your condition in detail with imaging findings. A 1 mm and 2 mm mass in lymph nodes is less likely to be a cancer. These are too small to be told apart and can also be seen in many benign conditions. This requires clinical examination by a surgeon and correlation with your scan report. Since you had a total thyroidectomy in 2010, it will help to know the scan findings in the post-operative thyroid bed and know if there is any suspicious malignant process going on. In the absence of a recent mass or lymph nodes of considerable size in the area it is difficult to call it a recurrent cancer. You should consult a head and neck oncologist and discuss your report and get examined. If required further testing will be asked like a FNAC or nuclear scan. Please do not worry.","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. The most important thing is to diagnose whether there is any structural abnormality of the heart or not. If there is no structural abnormality then it could be a psychosomatic disorder leading to such symptoms. You may need psychological evaluation and treatment. Hope I am able to answer your concerns. If you have any further query I will be happy to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor. ",2.727304344678577
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your details. Everyone has their own way of enjoying sex and being in fantasy mood. Your husband thinks in a novel way. In fact, urination after sexual intercourse is pleasurable. This has nothing to do with prostrate related problems. Enjoy your husbands fantasy. If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications. Good luck. Take care.","
Hi and welcome to Chat Doctor. Thank you for your query. I understand your concern and would like to explain the situation. The symptoms you have described suggest that it may be due to chronic inflammation of the nasal mucosa with possible polyps formation. This can cause similar symptoms as what you describe. In my opinion, you should visit an ENT specialist who will examine your nose and do a nasal endoscopy. This will show if there is any polyp formation or other abnormality. You will also need a skin prick test done to check for allergies. If the results are positive, then you will need treatment with antihistamines",2.643032675039889
什么是子宫内膜单纯性增生，无,你好，子宫内膜如果比正常的厚的话可能会导致月经量过多或经期过长，可以导致贫血，目前治疗以手术刮宫为主，药物治疗没有效果。,"
您好，根据您的描述来看，单纯性增生是由于体内雌激素分泌过多引起的。子宫内膜增生是一种常见的妇科疾病，多发生于育龄妇女，尤其是未生育过的女性。本病的发生与长期的雌激素刺激有关。如果治疗不及时或治疗不当，可发展为子宫内膜癌。子宫内膜增生的治疗原则是去除病因，调整内分泌平衡，防止癌变。根据患者年龄、临床症状、病变程度和是否有生育要求等综合考虑，选择适当的治疗方法。子宫内膜增生的治疗有药物治疗和手术治疗两种。药物治疗",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome Thanks for consulting Chat Doctor, I have gone through your query, as you have mentioned that you have decayed broken tooth which has sharp edge causing injury on tongue for this you should visit dentist and go for Extraction of tooth or Grinding of tooth, Do warm saline gargle two - three times a day You can apply Anesthetic gel McCoppin on tongue twice daily for one week it will help you Hope this will help you.  Wishing you good health Regards ","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what is troubling you. You need to get an X-ray of the lower back to rule out any bony lesion or degenerative changes. If there is no abnormality then you may require painkillers like ibuprofen and muscle relaxants. Hope I am able to answer your concerns. If you have any further query I will be happy to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor.  Thank you and Regards.",6.257479792936115
严重梗阻性肾衰的手术治疗有些什么？,急诊手术；间断腹透,"
腹腔镜下输尿管成形术；肾盂输尿管连接部成形术；经皮肾镜碎石取石术；输尿管镜下钬激光碎石术；输尿管镜下气压弹道碎石术；输尿管镜下激光碎石术；输尿管镜碎石术；经皮肾镜碎石术；输尿管镜碎石取石术；输尿管镜碎石术；输尿管软镜碎石术；输尿管镜下碎石术；输尿管镜碎石；输尿管",0.0
巨细胞病毒抗体IGM的几点问题有？，我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多天.我该怎么办？,一。你的孩子仍然有巨细胞病毒。治疗6周。最好是住院后。3治疗后。病毒很可能复发。因此。为了预防。4。它可能会感到不适和发烧。年轻人或儿童感染可引起发热、疲劳和传染病等疾病。如果一个人接受含有病毒和发烧的输血。肝脏可能会发炎。有时在2至4周后。,"
你好！根据你的描述，考虑是宝宝患了先天性巨细胞病毒感染。指导意见：建议你带孩子到医院进行详细的检查和治疗。平时注意孩子的保暖，避免受凉感冒。祝宝宝早日康复！ ，我们都知道内科疾病对患者的危害比较的，一旦发现后就该及时救治，同时患者日常中还需要重视自身的调节，并且建议多饮水，饮食上一定要注意，希望内科疾病患者可以及时得到救治！谢谢！",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your descriptions. I suggest you not to worry much. You have not mentioned your age and occupation in the description. From the description, I cannot see schizotypal personality disorder in you. But I do see anxiety rather health anxiety. To find out your personality type, you need to take personality tests which are administered by clinical psychologists. Don't go with tests available on the internet which are normally misguiding. Don't read unnecessary books. Even for a trained psychiatrist, it takes some time to understand your correct problem, in that case, how an untrained person can? Be confident, if you have a problem, Always say - SO WHAT?-. You need cognitive behavior therapy. I can help you with that. Please post a direct query to me with every minute details possible. I shall prescribe tailor made cognitive behavior therapy techniques to you which should clear your problems within weeks. Hope this answers your query. Available for further clarifications. Good luck.","
Hi, Thanks for asking. Based on your clinical history and query, I would suggest you to get yourself examined by an orthopedic surgeon. It could be due to degenerative disc disease of the lumbar spine or due to muscle strain. You need physical examination and investigation like MRI to confirm the diagnosis. Treatment depends upon the severity of symptoms and findings in MRI. If it is mild, conservative treatment like painkillers, muscle relaxants, physiotherapy, exercises can be tried. If it is severe, surgery may be required. Hope it helps. Any further queries, happy to help again. Regards Chat Doctor.  V",1.4975058985875336
胃寒，气往上走，一天不吃饭不觉的饿，浑身无力，夏季,考虑是慢性胃炎或消化性溃疡，一般可以做钡餐或胃镜等检查确诊。胃炎或消化性溃疡病因和饮食不当，药物化学因素刺激，精神集中，幽门螺旋杆菌感染等有关。建议在当地医生指导下服用阿莫西林，克拉霉素，丽珠得乐和奥美拉唑等治疗。,"
你好，根据你的描述，这种情况考虑一般你的情况可能是由于饮食不当导致的胃寒，建议可以服用附子理中丸治疗。平时注意腹部保暖即可。，除此之外，患者在治疗功能性胃肠病期间，除了要服药治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要避免精神上过度的紧张和忧虑，以免对功能性胃肠病的恢复造成了不必要的影响。祝早日康复！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！",0.0
月经一直没来怎么办，本人从2017年4月9号月经结束后，到今天7月17号月经一直没来,"你好，根据你的情况月经推迟不来没有怀孕考虑是内分泌失调引起的。
   考虑是内分泌失调引起的，建议你最好是打黄体酮针治疗，效果挺好的，忌口，不要吃辛辣食品，没事多运动增强体质。 
","
您好，根据您说的情况，建议您最好到医院做个B超检查，明确一下是不是怀孕了，如果不是怀孕的话，可以口服黄体酮催经治疗的。 ，妇科疾病的出现不仅仅会影响患者的身体，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下阴道检查，找出病因后对症治疗，平时注意饮食的调理，清淡容易消化的食物，不可以吃辛辣刺激生冷的食物。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, It seems your kid is having viral diarrhea. Once it starts it will take 5-7 days to completely get better.  Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting. You need not worry.  There is no need to use antibiotics unless there is blood in the motion. Antibiotics might worsen if unnecessarily used causing antibiotic-associated diarrhea. I suggest you use zinc supplements (Z&D Chat Doctor. ","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you. You should not worry about this as it is normal for a 2 month old baby to be so active. As long as she is feeding well and growing well, there is no need to worry about this. Please get back if you have any other query. Wishing you good health. Take care. Regards.  Chat Doctor. Mariano Into Bruno Mascaras. MBBS MD - Internal Medicine FICM -",4.743457699578347
荨麻疹可以吃香菜么,荨麻疹不能吃香菜，饮食上还应注意以下几点，忌吃辛辣的鱼和海鲜这样的食物，会使荨麻疹加重。像鲜虾，螃蟹，鱿鱼，鱿鱼贝类，或竹笋，糯米，巧克力，咖啡，香料，糖等。多吃碱性食物，如：葡萄，绿茶，海带，西红柿，芝麻，黄瓜，胡萝卜，香蕉，苹果，橘子，萝卜，绿豆，意大利仁等。不要吃油炸脂肪的食物：如各种油炸，油炸，烟熏腌制肉制品，动物内脏，奶油蛋糕，巧克力等。荨麻疹通常被称为风疹。由于皮肤和粘膜小血管扩张和渗透性增加，这是局部水肿反应。它通常在2到24小时内消退，但反复出现新的皮疹。疾病的过程延迟了几天到几个月。临床上比较常见。荨麻疹的病因非常复杂，约有3/4的患者找不到病因，尤其是慢性荨麻疹。常见原因是：食品和食品添加剂；吸入；感染；药物；物理因素，如机械刺激，冷热，阳光等；昆虫叮咬；精神因素和内分泌变化；遗传因素。基本损害为皮肤出现风团。常先有皮肤瘙痒，随即出现风团，呈鲜红色或苍白色、皮肤色，少数患者有水肿性红斑。风团的大小和形态不一，发作时间不定。风团逐渐蔓延，融合成片，由于真皮乳头水肿，可见表皮毛囊口向下凹陷。风团持续数分钟至数小时，少数可延长至数天后消退，不留痕迹。皮疹反复成批发生，以傍晚发作者多见。风团常泛发，亦可局限。有时合并血管性水肿，偶尔风团表面形成大疱。治疗：1。消除原因，并尝试找出每个发作原因并避免它。如果是感染引起的，应积极治疗感染病灶。药物引起的应该停止过敏药物；食物过敏，发现过敏性食物后，不要吃这种食物。2.避免诱发因素，如感冒荨麻疹应注意注意保暖，乙酰胆碱碱性荨麻疹减少运动，出汗和情绪波动，接触荨麻疹减少接触机会。多注意饮食，要经常定期生活，参加适当的体育锻炼，及时检查，不能掉以轻心。,"
荨麻疹患者不能吃香菜。因为香菜性温，风热感冒和荨麻疹患者不宜食用。荨麻疹是由于皮肤、黏膜小血管扩张及渗透性增加而出现的一种局限性水肿反应，中医认为其病机为风邪侵袭，卫表不和所致。发病时皮肤突然发生瘙痒性风团，并迅速泛发全身，消退不留痕迹，反复发作，此起彼伏。治疗原则：祛风解毒，养血润肤。临床表现：1、风团：损害为风团，呈鲜红色或苍白色",0.0
退变性脊柱侧凸疼痛的发病部位是什么？,胸腰段；腰部,"
胸腰段；胸腰椎；胸腰段及腰椎；腰椎；腰椎区；胸腰椎区；胸腰段及腰椎区；腰椎和胸腰段；胸腰椎和腰椎；胸腰椎、腰椎；胸腰椎区和腰椎；腰椎区；胸腰椎、腰椎区；腰椎区及胸腰椎区；腰椎区、胸腰椎区；胸腰椎、腰椎；腰椎、胸腰椎；胸腰段及腰椎区及腰椎；腰椎区及胸腰椎；胸",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello welcome to Chat Doctor , Based on your children history and treatment received most likely reason for his cough seems to be allergic (reactive airway disease), chances of which are more if there is family history of allergic also. If your child responds immediately to nebulization, chances of allergic cough are very much. Inhalation therapy are best recommended treatment for such type of cough, also you need to check your immunization, apart from routine vaccines he needs yearly flu vaccination. As these are prescription Chat Doctor. ","
Hi, Thank you for asking question on Chat Doctor. I went through your query and can understand your concern. As per my review of your query, it seems to me that you are having acute bronchitis or viral infection. Acute bronchitis is common in winter season when people stay indoor with cold air and also during rainy season when people keep themselves under covers. It is not contagious and there is no need to worry about this. I would advise you to take antibiotics like azithromycin 500 mg once daily for five days. Also, take antihistamine like levocetirizine 1",2.8427858635423493
紧张型头痛的筛查有些什么？,汉密尔顿抑郁量表,"
焦虑抑郁情绪筛查；睡眠质量筛查；疼痛程度评估；心理行为症状筛查；焦虑抑郁筛查；心理行为问题筛查；疼痛程度评价；睡眠质量评价；疼痛程度测评；疼痛程度量表；睡眠质量测评；睡眠质量的评价；疼痛程度的评估；疼痛程度的评价；睡眠质量的评估；疼痛程度的测评；疼痛程度评估工具；疼痛程度评估量表；睡眠质量的测评；疼痛程度评估方法；疼痛程度评估量表；疼痛程度的评估方法；疼痛程度的评估工具；疼痛程度评估工具；疼痛程度的评估方法；疼痛程度评估；疼痛",0.0
