instruction,reference,generated,bleu
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Given the history of nerve damage with diabetes these symptoms may be of nerve damage. Do take care of keeping your foot straight with pillows under knee to prevent any unwanted stretch at nerve.  Chat Doctor.  Do visit a neurologist. He may be able to help you with some nerve pain relieving medication. Do some active movements of toes and ankle it will keep the muscles toned up and prevent any swelling of ankles. Hope you find the answer useful. Let me know if I can assist you further.","
Hi, Thanks for writing in. The most common cause of fever in your age is viral infection. Most viruses like influenza virus, RSV, Rhinovirus etc. cause fever and cough in children. If your child has fever then it is likely to be due to one of these viruses. Since she is having cough as well, there is a chance that she may have bronchitis or pneumonia. You should consult a pediatrician and get her examined. She might need antibiotics if there is evidence of bacterial infection. Do not worry and take care.  Hope this helps. Chat Doctor.  S.  Senior Surgical Specialist.",3.8860322273881254
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello. Thanks for writing to us. The effects of wagon insecticidal spray are completely reversible with the help of antidotes.  You need to attend to an ER for proper control of symptoms and anti dote treatment. Till that time, avoid bright light exposure, take slow and deep breaths and do not take any sedative or any other Chat Doctor. I hope this information has been both informative and helpful for you.","
Hi, Thanks for your query. I read your query and understand your concerns. It seems like a case of allergic rhinitis. The symptoms you have mentioned are very common in allergic rhinitis. I would suggest you to get an allergy test done so that we can identify what is causing this. You will need to avoid those allergens. In addition to that you can take anti-allergy medicines like levocetirizine or fexofenadine. Use a nasal spray with corticosteroids in it. Also use a humidifier at night. I hope this helps you. Regards Chat Doctor. ",5.378396300886579
前列腺癌有哪些原因造成的，我父亲09年实施前列腺癌根治术，术后发觉已骨转移，后用间歇内分泌双得疗法，坚持了5年，一直有效，今年73岁。2个半月前打两次针，第一个月后PSA为4（以前第二针通常降为1或2），第三月没仔细检查（父亲固执不想去）。最近一个月父亲食欲不振，前晚骨盆睡不着，但白天昨晚又不痛了。父亲性格开朗，身体条件较好，重视生活质量，坚决不同意放射治疗，化疗方法。在乎怎样的帮助：前列腺癌有哪些原因引发的,1、年龄因素：年纪越大，再次发生前列腺癌的机会也就越高。2、隔代遗传因素：血亲中有前列腺癌的人，得前列腺癌的机会就比一般人高；换句话说，约有9%的前列腺癌患者有家族病史。3、荷尔蒙因素：绝大多数的前列腺癌细胞表面有男性荷尔蒙的接受器，而丧失男性荷尔蒙的刺激，前列腺癌细胞就会膨胀萎缩。,"
您好！根据您的叙述，您父亲患前列腺癌，目前是骨转移，有内分泌治疗史。目前的症状主要是由于前列腺癌骨转移致使的疼痛。建议到医院泌尿外科复诊，改进相关检查如CT、MRI等，理解骨转移的部位和程度，决定合适的治疗方案。以上是对“前列腺癌有哪些原因引发的”这个问题的建议，期望对您有帮助，祝您健康！",0.0
蛔虫病手术需要注意哪些问题？，本人34岁，最近不知道怎么回事总是感觉恶心想吐，胃部阴阴作痛有时有灼热反酸的症状，去医院看过好了一段时间后又开始犯了，请问蛔虫病手术需要注意哪些问题？,蛔虫并，主要是饮食平时卫生不洁，或者是排便极冷饮食导致，一般主要症状的hi肚脐周围反反复复复发性疼痛，并伴发饮食增加或者是消瘦等症状的再次发生的，如果导致胆道蛔虫，一般疼痛严重，表现出为钻顶样疼痛，如果药物救治无效的话需要有考虑手术救治的，一般术前防止排便，术后留意休息，互相配合饮食增强营养。,"
你好，根据你描述得情况来看：如果再次出现了蛔虫病，那么建议你最好是及时的到医院去实施仔细检查，然后根据仔细检查的结果来实施治疗。平时一定要注意自己的个人卫生，饮食上也要留意清淡，不要吃太过油腻的食物。对于蛔虫病患者来说，他们需要有看重自身的护理培训，比如多注意自身私处卫生，用药期间防止性生活，最后叮嘱女性患者，一定要不定期复检。",0.0
工作积极性高组的风险评估因素有些什么？,收入满意度,"
文化程度；家庭年收入；年龄；婚姻状况；职业；健康状况；居住地区；性别",0.0
男性甲型流感的临床表现有些什么？,头痛；咽痛；咳嗽；流涕,"
发热；头痛；咽痛；咳嗽；乏力",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, To me the symptoms appear like the onset of a syncope. A syncope is usually caused by reduced blood supply to the brain. The first thing that I would like to get done for you is the cardiac evaluation. The heart problems are very well known to manifest after exertion. When one works out on a regular basis then body gets accustomed to that level of exertion and this adaptation goes off with stopping the activity. Probably that is causing the problem for you when you start it after a gap. I would definitely want a heart check up. Good luck.","
Hi, Thanks for asking the query, I would suggest you to visit a neurologist and get yourself evaluated. If you have been having such symptoms in past then it could be related to a neurological condition or may be related to anxiety/psychological disorder. In order to find out the exact cause of your problem you should get yourself evaluated with an MRI brain, nerve conduction studies and blood tests like CBC, ESR, etc.  Hope this helps out. Regards... ",1.2999834659712768
咽部充血有哪些治疗药物，同学最近咳嗽的情况比较的严重，有时候半夜因为他咳嗽声音而被吵醒，他的咳嗽里面还伴有咳血出来，检查出来他的咽部充血了所以红红的诶，那么治疗这个病有什么药物？,"你好，比如服用清热润喉丸或者含服清咽滴丸,也可以用玄参,黄精,麦冬各10克,每天泡水喝,可以减轻局部的不适和充血现象.一,多喝开水；二,金嗓子喉片；坚持几天,必有验效,试试吧，其实得了急性淋巴结炎并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大。","
你好，可以服用一些消炎药和止咳化痰药，如阿奇霉素、罗红霉素、头孢类抗生素以及川贝枇杷膏等，也可以到医院做雾化吸入治疗。平时注意多喝水，不要吃辛辣刺激性的食物。如果症状不缓解建议及时就医。",0.0
高血压病会转化成什么？,缺血性脑卒中；球结膜微循环改变；心血管疾病；代谢综合征；心律失常；颈动脉粥样硬化；脂质过氧化；脑卒中；RHR增加；糖尿病；动脉粥样硬化；心脑血管疾病；出血；冠心病脑卒中；高尿酸血症；急性心肌梗塞；冠心病；抑郁症；心功能不全；肾功能损害；络病；颈动脉硬化；慢性肾功能不全；动脉硬化；血栓性疾病；主动脉硬化；心肌梗死；心力衰竭；脑梗死；急性心肌梗死；血栓栓塞性疾病,"
脑血管病；冠心病；高血压性心脏病；肾功能不全；脑梗死；高血压性眼底病变；糖尿病；视网膜病变；高血压性心脏病、脑血管病；高血压脑出血；肾动脉硬化；心脏肥大；心脏扩大；脑缺血；糖尿病肾病；高脂血症；脑梗塞；糖尿病性肾病；肾损害；心肌梗死；脑卒中；慢性肾脏疾病；高血压性心脏病；心力衰竭；脑梗死；肾功能异常；心律失常；脑血管意外；心功能不全；糖尿病性",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for asking the query, According to your clinical signs and symptoms I suppose that you are suffering from Periodontitis which shows the above-mentioned symptoms such as swollen gums and weak teeth. I would suggest you to visit the Dentist and get the checkup done. Go for professional mouth scaling and polishing followed by the course of antibiotics and analgesics. Also get your blood sugar level estimation to know whether you are diabetic or not. Maintain a good oral hygiene. Use chlorhexidine mouthwash gargles twice daily. Hope this helps out. Regards.","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. It is not uncommon to experience back pain during pregnancy. However, if the pain is severe or persistent then it needs to be evaluated. In my opinion you should consult an orthopedist and get yourself examined. Hope I am able to answer your concerns. If you have any further query, I would be glad to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor.  Thank you and Regards.",2.936438192301772
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome to Chat Doctor, The Presence of bacteria in the urine may lead to bladder infection and other forms of urinary tract infection. Escherichia coli is the most common organism responsible for bladder infection. The most common way bacteria gain access to the urinary system from outside is through the urethra. The most common symptoms of bladder infection are burning sensation when urinating, Frequent urge to urinate, Passing only small amounts of urine at a time despite the urge to urinate and cloudy Urine. Bladder infection is diagnosed by an urinalysis and the presence of white blood cells in urinalysis indicates bladder infection. Simple bladder infections in women can be treated with a three-day course of an antibiotic like Co-trimoxazole. The choice of antibiotic, the strength of the medication and the length of treatment vary depending on the circumstances and antibiotics need to be taken for 10 days or more. Thank you.","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your anxiety. You should get done routine urological tests like-1. Urine routine and culture.2. Blood routine, creatinine and electrolytes.3. Ultrasound-KUB and renals. These will help in diagnosis of the cause. If urine infection is confirmed, then it should be treated with antibiotics. Also, get done blood sugar levels to rule out diabetes. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. I will be happy to answer your questions",2.222210024039696
3岁儿童脑膜炎早期症状,脑膜炎就是一种炎症性病变，是指脑实质受病原体侵袭所导致的，对患者有着很大的影响，所以对于脑膜炎一定要引起重视，有些孩子就有可能会患上脑炎，所以在发现儿童患有脑膜炎后一定要进行治疗。那么，3岁儿童患有脑膜炎的早期症状是怎样的呢？3岁儿童患有脑膜炎就表示是脑膜和大脑本身都受损了，不论他们是哪一部位的受损，主要损害的是中枢神经系统。中枢神经系统对人体的支配，一个是意识，一个是运动。如果出现受损，在运动方面孩子往往会有肢体的运动障碍，比如说偏瘫、截瘫。有些孩子也可能会出现一种意识的障碍，比如说嗜睡、昏迷，更重的话可能会出现老百姓说的羊角风这种抽搐。宝宝出现脑膜炎的症状往往是因为炎症的发生，疾病早期时孩子通常会伴有发烧的症状。最常见的就是孩子有发烧的症状、呼吸道感染的症状，随后出现了意识的障碍、运动的障碍乃至于抽搐。上述文章介绍了3岁儿童脑膜炎早期症状，在发现儿童出现了这些病症时，就要及时送孩子就医，千万不要拖着，否则病情会越来越严重，甚至会给孩子留有后遗症，对孩子以后的成长也有一定的影响。,"
脑膜炎是由各种病原体（细菌、病毒、真菌、立克次体及寄生虫等）引起软脑膜的炎症，是神经内科常见的急危重症之一。脑膜炎的常见症状：发热、头痛、呕吐、颈项强直、嗜睡或烦躁不安、抽搐、意识障碍、精神异常、昏迷等。脑膜炎分为急性、亚急性和慢性三种。急性脑膜炎发病突然，病情发展迅速，一般在2～5天内达到高峰；亚急性脑膜炎病程较长，多为数周到数月，",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, If your MRI was done thrice, and it was normal on all three occasions, you might have to get some other tests performed. There are neurologists who check for nerve conduction defects. Sometimes these are useful in such a clinical scenario. We should ideally not think of your two problems (poor erections and bladder muscle weakness) as separate entities and should check if one solution will help both problems. There are other investigations which can also be performed. These include a penile Doppler to test vascularity of your phallus. You can also be tried with medications like alpha-blockers to see if urine flow improves, and if required also add medication to improve bladder muscle tone which unfortunately is not very often successful. Hope I have been able to help you.","
Hi, Thanks for asking the query. I understand your concern.  In my opinion the symptoms can be due to urinary tract infection.  The most common cause of this is bacteria in the urine. It can be caused by various factors like:1. Poor hygiene2. Sexual intercourse3. Diabetes4. Immune suppression5. Long-term use of catheter6. Use of diuretics and other medications7. Presence of kidney stones8. Certain diseases such as cystitis9. Blockage of the urinary tract (such as a kidney stone)10. Pregnancy.  For diagnosis and treatment you need to get done following",1.1580810192142341
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for writing in to us. It is important to review your condition in detail with imaging findings. A 1 mm and 2 mm mass in lymph nodes is less likely to be a cancer. These are too small to be told apart and can also be seen in many benign conditions. This requires clinical examination by a surgeon and correlation with your scan report. Since you had a total thyroidectomy in 2010, it will help to know the scan findings in the post-operative thyroid bed and know if there is any suspicious malignant process going on. In the absence of a recent mass or lymph nodes of considerable size in the area it is difficult to call it a recurrent cancer. You should consult a head and neck oncologist and discuss your report and get examined. If required further testing will be asked like a FNAC or nuclear scan. Please do not worry.","
Hi, Thanks for asking the query, I am Chat Doctor. The symptoms could be due to the nerve compression in the neck and it is called as cervical spondylosis or degenerative disc disease. This can cause pain in the arm and shoulder along with tingling sensation and weakness in the hand and fingers. It is best to consult an orthopedic surgeon and get examined. A thorough clinical examination and MRI of the neck would help in diagnosis. You may require surgical intervention.  Hope this helps out!!! Regards...",4.945161069361311
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your details. Everyone has their own way of enjoying sex and being in fantasy mood. Your husband thinks in a novel way. In fact, urination after sexual intercourse is pleasurable. This has nothing to do with prostrate related problems. Enjoy your husbands fantasy. If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications. Good luck. Take care.","
Hi! Welcome to Chat Doctor ! I understand your concern and would explain as follows: 1) The symptoms of coughing with blood is not related to the toothache or the throat infection. It is due to the bleeding from the lungs. 2 is caused by various conditions like bronchitis, pneumonia, lung cancer, etc. 2 is also important to rule out heart failure. You should consult an internal medicine specialist who can examine you in detail and order the following tests: - A chest X-ray- A CT scan of the lungs- Blood tests for CBC, CRP, ESR- A 2 is necessary to",1.103531741217678
什么是子宫内膜单纯性增生，无,你好，子宫内膜如果比正常的厚的话可能会导致月经量过多或经期过长，可以导致贫血，目前治疗以手术刮宫为主，药物治疗没有效果。,"
你好，子宫内膜单纯性增生是子宫内膜在雌激素的作用下发生的一种病变。一般采用药物治疗。建议你到医院做详细的检查,确定病因后对症治疗。祝早日康复！",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome Thanks for consulting Chat Doctor, I have gone through your query, as you have mentioned that you have decayed broken tooth which has sharp edge causing injury on tongue for this you should visit dentist and go for Extraction of tooth or Grinding of tooth, Do warm saline gargle two - three times a day You can apply Anesthetic gel McCoppin on tongue twice daily for one week it will help you Hope this will help you.  Wishing you good health Regards ","
Hi, Thanks for writing in. I understand your concern about your mother. There is no specific treatment for dementia and most of them are not effective. However, it is important to know if there are any other conditions like depression or anxiety which may be contributing to the symptoms. Please consult a neurologist and discuss the possibility of starting medications like donepezil or memantine. In addition, there are several support groups where people with dementia can join and get help from others who have similar problems. Hope this helps.  Chat Doctor. ",1.7052992101370488
严重梗阻性肾衰的手术治疗有些什么？,急诊手术；间断腹透,"
透析；血液透析；血透；腹膜透析；肾脏移植；连续性血液净化治疗；持续性肾脏替代治疗；CRRT；间歇性血液透析；腹膜透析治疗；血液透析滤过；血液透析治疗；血液透析联合腹膜透析；血液透析联合腹膜透析治疗；腹膜透析治疗法；血液透析机；腹膜透析疗法；血液透析滤过治疗；血液透析机进行透析；腹膜透析术；血液透析机透析；血液透析联合腹膜",0.0
巨细胞病毒抗体IGM的几点问题有？，我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多天.我该怎么办？,一。你的孩子仍然有巨细胞病毒。治疗6周。最好是住院后。3治疗后。病毒很可能复发。因此。为了预防。4。它可能会感到不适和发烧。年轻人或儿童感染可引起发热、疲劳和传染病等疾病。如果一个人接受含有病毒和发烧的输血。肝脏可能会发炎。有时在2至4周后。,"
你好,巨细胞病毒是引起先天性或后天性感染的一种重要病原体,其感染可引起多种疾病.如新生儿先天性CMV感染、围产期和婴儿期感染、免疫缺陷者（HIV/AIDS患者）感染等.目前尚无有效的抗CMV药物,但可采用干扰素治疗.建议到正规医院进行检查并及时治疗.祝你健康!",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your descriptions. I suggest you not to worry much. You have not mentioned your age and occupation in the description. From the description, I cannot see schizotypal personality disorder in you. But I do see anxiety rather health anxiety. To find out your personality type, you need to take personality tests which are administered by clinical psychologists. Don't go with tests available on the internet which are normally misguiding. Don't read unnecessary books. Even for a trained psychiatrist, it takes some time to understand your correct problem, in that case, how an untrained person can? Be confident, if you have a problem, Always say - SO WHAT?-. You need cognitive behavior therapy. I can help you with that. Please post a direct query to me with every minute details possible. I shall prescribe tailor made cognitive behavior therapy techniques to you which should clear your problems within weeks. Hope this answers your query. Available for further clarifications. Good luck.","
Hi, Thanks for your query. The most common cause of such pain is due to the muscle spasm and nerve irritation in the back muscles. It can be confirmed by an MRI scan of the lumbar spine. The treatment includes:1. Hot water fomentation2. Muscle relaxants3. Analgesics4. Physical therapy5. Massage6. Physiotherapy7. Acupuncture8. Yoga9. Meditation10. Proper posture while standing and sitting. I do hope that you have found something helpful, and I will be glad to answer any further query. Take care Chat Doctor. ",1.3676156313944043
胃寒，气往上走，一天不吃饭不觉的饿，浑身无力，夏季,考虑是慢性胃炎或消化性溃疡，一般可以做钡餐或胃镜等检查确诊。胃炎或消化性溃疡病因和饮食不当，药物化学因素刺激，精神集中，幽门螺旋杆菌感染等有关。建议在当地医生指导下服用阿莫西林，克拉霉素，丽珠得乐和奥美拉唑等治疗。,"
你好，你描述的考虑是胃炎，建议吃奥美拉唑胶囊，阿莫西林胶囊，克拉霉素治疗，效果不好做胃镜检查，平时饮食有规律，不要吃生冷辛辣刺激性食物，注意保暖。，除此之外，患者在治疗消化内科疾病期间，除了要对症治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要保持心情愉快，合理饮食，以免对消化内科疾病的恢复造成了不必要的影响。",0.0
月经一直没来怎么办，本人从2017年4月9号月经结束后，到今天7月17号月经一直没来,"你好，根据你的情况月经推迟不来没有怀孕考虑是内分泌失调引起的。
   考虑是内分泌失调引起的，建议你最好是打黄体酮针治疗，效果挺好的，忌口，不要吃辛辣食品，没事多运动增强体质。 
","
你好，根据你的描述，这种情况考虑一般你的情况可能是内分泌失调导致的，建议去医院检查激素六项看看。可以服用乌鸡白凤丸调理一下。注意休息。祝健康，妇科疾病的出现不仅仅会影响女性的身体，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时注意饮食的调理，清淡容易消化的食物，不可以吃辛辣刺激生冷的食物。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, It seems your kid is having viral diarrhea. Once it starts it will take 5-7 days to completely get better.  Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting. You need not worry.  There is no need to use antibiotics unless there is blood in the motion. Antibiotics might worsen if unnecessarily used causing antibiotic-associated diarrhea. I suggest you use zinc supplements (Z&D Chat Doctor. ","
Hello, Welcome to Chat Doctor, As you are having pain in your right knee, which is due to the degenerative changes in the knee joint and there is no treatment for this condition except taking analgesics and physiotherapy. The other alternative is to undergo arthroscopic surgery of the knee joint. You can discuss with your treating Doctor about the same. Thank you.",2.0742485002060818
荨麻疹可以吃香菜么,荨麻疹不能吃香菜，饮食上还应注意以下几点，忌吃辛辣的鱼和海鲜这样的食物，会使荨麻疹加重。像鲜虾，螃蟹，鱿鱼，鱿鱼贝类，或竹笋，糯米，巧克力，咖啡，香料，糖等。多吃碱性食物，如：葡萄，绿茶，海带，西红柿，芝麻，黄瓜，胡萝卜，香蕉，苹果，橘子，萝卜，绿豆，意大利仁等。不要吃油炸脂肪的食物：如各种油炸，油炸，烟熏腌制肉制品，动物内脏，奶油蛋糕，巧克力等。荨麻疹通常被称为风疹。由于皮肤和粘膜小血管扩张和渗透性增加，这是局部水肿反应。它通常在2到24小时内消退，但反复出现新的皮疹。疾病的过程延迟了几天到几个月。临床上比较常见。荨麻疹的病因非常复杂，约有3/4的患者找不到病因，尤其是慢性荨麻疹。常见原因是：食品和食品添加剂；吸入；感染；药物；物理因素，如机械刺激，冷热，阳光等；昆虫叮咬；精神因素和内分泌变化；遗传因素。基本损害为皮肤出现风团。常先有皮肤瘙痒，随即出现风团，呈鲜红色或苍白色、皮肤色，少数患者有水肿性红斑。风团的大小和形态不一，发作时间不定。风团逐渐蔓延，融合成片，由于真皮乳头水肿，可见表皮毛囊口向下凹陷。风团持续数分钟至数小时，少数可延长至数天后消退，不留痕迹。皮疹反复成批发生，以傍晚发作者多见。风团常泛发，亦可局限。有时合并血管性水肿，偶尔风团表面形成大疱。治疗：1。消除原因，并尝试找出每个发作原因并避免它。如果是感染引起的，应积极治疗感染病灶。药物引起的应该停止过敏药物；食物过敏，发现过敏性食物后，不要吃这种食物。2.避免诱发因素，如感冒荨麻疹应注意注意保暖，乙酰胆碱碱性荨麻疹减少运动，出汗和情绪波动，接触荨麻疹减少接触机会。多注意饮食，要经常定期生活，参加适当的体育锻炼，及时检查，不能掉以轻心。,"
荨麻疹患者不能吃香菜。香菜是辛温的蔬菜，属于发物，容易导致病情加重。荨麻疹是一种常见的过敏性皮肤病，表现为皮肤上出现红色或者苍白色的风团，伴有剧烈瘙痒感。荨麻疹的病因复杂，可能与感染、食物、药物、物理因素等有关，因此在治疗时需要找到诱因，并进行针对性的治疗。在饮食方面，要避免食用辛辣刺激的食物，如辣椒、生姜、大蒜、葱、韭菜等，避免食用海鲜、鱼虾蟹贝类等食物，同时也要避免食用羊肉、狗",0.0
退变性脊柱侧凸疼痛的发病部位是什么？,胸腰段；腰部,"
腰背；胸椎段；胸腰段；胸腰椎；腰椎；胸椎；胸腰椎区；腰椎区；胸椎及腰椎；腰椎、胸椎；胸腰椎节段；腰椎、胸椎及胸腰椎；腰椎、胸腰椎；腰椎、胸腰段；胸腰椎区和腰椎；胸腰椎；胸腰椎区；腰椎区及胸腰椎区；胸腰椎区及腰椎区；腰椎、胸腰椎区；胸腰椎区；胸腰椎及腰椎区；",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello welcome to Chat Doctor , Based on your children history and treatment received most likely reason for his cough seems to be allergic (reactive airway disease), chances of which are more if there is family history of allergic also. If your child responds immediately to nebulization, chances of allergic cough are very much. Inhalation therapy are best recommended treatment for such type of cough, also you need to check your immunization, apart from routine vaccines he needs yearly flu vaccination. As these are prescription Chat Doctor. ","
Hello! Welcome to Chat Doctor! I have gone through your query and would like to make the following comments:1) Your blood test report shows that your cholesterol is high.2) You should consult a physician and get your cholesterol levels controlled.3) If your cholesterol levels remain high even after taking medicines then you can go for an angiography to check if there is any blockage in the arteries.4) You should follow a healthy diet which includes more of fruits and vegetables, less of fat and sugar.5) You should exercise regularly and maintain a healthy weight. Hope this helps. Regards. ",3.0364109485657464
紧张型头痛的筛查有些什么？,汉密尔顿抑郁量表,"
心理测试；焦虑自评量表；抑郁自评量表",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello... Hyperkalemia -- high potassium in your blood -- may occur if your kidneys do not work properly Kidney disease is the most common cause of hyperkalemia.  Excess potassium in the diet can also contribute to increased levels in your blood, especially if there is an issue with kidney function. Salt substitutes typically contain high amounts of potassium. Foods such as melons, orange juice, and bananas are rich in potassium too. Over and above Chat Doctor. . For better evolution kindly get done renal function tests and cardiac check up with regular monitoring on potassium level","
Hi, I am sorry for your condition and your mother's illness. It is important to know the exact cause of her sickness. She has had a lung infection which is very common in people with cancer. It is also possible that she may have developed pneumonia due to her cancer treatment. The best thing to do would be to consult an oncologist who can look at her case in detail and recommend the best course of treatment. If you are able to provide me more information about her health status and what kind of treatments she is receiving, I can help you better.  Thanks. Chat Doctor.  S.  (Note: Please mention",2.2465462099176525
"If you are a doctor, please answer the medical questions based on the patient's description.","Though top I is very specific for cardiac disease yet if coronary angiogram is normal, it was not a heart attack some other condition associated with increase in levels of troponin are-primary pulmonary hypertension, pulmonary embolism, and acute exacerbations of chronic obstructive pulmonary disease (COPD), right ventricular strain with increased wall tension and ischemia. These condition can cause chest pain and increased troops.don't worry if Anglo is normal it's not cardiac","
Hello! Welcome and thank you for asking on Chat Doctor! Regarding your concern, I would explain that the most common cause of this kind of symptoms is an anxiety disorder or a panic attack. I recommend consulting with your GP for a careful physical exam and some tests: - blood count-thyroid hormone levels- blood electrolytes for possible dehydration. If all the above tests result normal, you should consult with a psychiatrist for a careful mental status examination. Hope to have been helpful! Greetings! ",1.3386189233803796
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi welcome to Chat Doctor..... Your mother having asthma, pulmonary fibrosis and emphysema like conditions ... So having both obstructive and restrictive lung disease. ... So survival chances very less .... Bronchodilator and steroid like treatment needed for these ..... Oxygen therapy also needed. .... Pulmonary rehabilitation will be useful ... Lung transplantation if feasible is ultimate treatment for COPD but here its utility seems less .... Keep exposure to smoking, dust, pollen etc. very less .... Consult pulmonologist for this. Take care ... Regular clinical follow up needed .","
Hi, I am sorry to hear about your son. It is quite common for children to get infections in the ear and it can be due to an infection of the middle ear or an infection of the outer ear (swimmer's ear). The symptoms of the former are usually fever, ear pain, hearing loss and discharge from the ear. If he has had these symptoms then he should have been treated with antibiotics. In any case, the symptoms of swimmer's ear are itching in the ear, discharge from the ear and sometimes hearing loss. He will need to be evaluated by an ENT specialist. If there is no drainage from the ear",0.600605063809872
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear Sir, Shaking that your noticed probably is due to high fever also called as chills & rigors. However, a child can have febrile seizures, try to keep her temperature down to normal limit. You may give here paracetamol for high fever under your doctors' guidance. Also, you can do cold sponging. In case you notice apart from shaking, teeth hindering, tongue bite, frothing, unrolling of eyes, rush her to ER, that is a seizure. Consult your doctor for appropriate treatment for the cause of fever. Wish her good health","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. The pain is most likely due to muscle strain or injury. If there is any swelling or redness then it could be due to a minor infection. You should take an antibiotic like amoxicillin for 5 days. Apply warm compresses 3-4 times a day. Hope I am able to answer your concerns. If you have any further query, I would be glad to help you. In future if you wish to contact me directly, you can use the below-mentioned link",2.5239077524851647
重度痔病的并发症是什么？,肛门剧烈疼痛；肛门坠胀感；里急后重感；尿潴留,"
肛裂；直肠脱垂",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello Rohan;welcome to Chat Doctor Psoriasis is an autoimmune disease and there is limited treatment available which you can get prescribed by a Dermatologist and your condition should improve. As for the big swelling from which yellow color discharge is probably pus coming out, and it may be some infected abscess or a boil for which you should take some antibiotic. Please consult a doctor near your residence or visit a hospital and the doctor will prescribe antibiotic after examination.Don't worry it could be an infection and not a cancer. Take care. Thanks","
Hi, Welcome to Chat Doctor .com I am Chat Doctor.  M. B. S., M.R.C.P(UK), FACC I understand your concern and share your worry. Based on what you have said, I would explain as follows:1) The symptoms could be due to the heart attack or angina pectoris2) You should consult an emergency room for further work up3) If the pain is severe, you should immediately go to hospital4) If the pain is mild, you can take some medication like Aspirin, Isosorbide dinitrate, Diclofenac5) Hope",2.7625337647209878
急性消化系统症状的推荐药有些什么？,碱式水杨酸铋；复方二甲基硅油咀嚼片；铝碳酸镁片,"
奥美拉唑；吗丁啉；硫糖铝；胃复安；维生素C；阿莫西林；雷尼替丁；甲硝唑；胶体果胶铋；诺氟沙星；庆大霉素；多潘立酮；甲氰咪胍；四环素；三联疗法；克拉霉素；呋喃唑酮；奥曲肽；法莫替丁；雷贝拉唑；抗生素；左氧氟沙星；枸橼酸铋钾；抗酸剂；阿莫西林三联治疗；兰索拉唑；替硝唑；胶体次枸",0.0
大便1天多次怎么回事，早上起床，大便3次，间隔时间10分钟，有时稀有时硬。白天没有，晚上也正常。 , 您好，可能是慢性肠炎的症状。可以服用黄连素，元胡止痛片，胃肠灵治疗，或者肌肉注射阿托品，必要时输液输血或吸氧。宜少量多餐，补充多种维生素。勿食生、冷、油腻及多纤维素的食物。适当进行体育锻炼以增强体质。，除此之外，患者在治疗消化内科疾病期间，除了要及时治疗外，患者的饮食状况和心理状态也是尤为重要，患者一定要避免精神上过度的紧张和忧虑，以免对消化内科疾病的恢复造成了不必要的影响。,"
你好，这种情况考虑是慢性结肠炎的可能，建议你到医院做一下肠镜检查，明确诊断后积极对症治疗。平时注意饮食清淡为主，不要吃辛辣刺激性食物，多吃蔬菜水果，多喝水，加强锻炼身体。祝早日康复！  ，除此之外，患者在治疗便秘期间，除了要服药治疗外，患者的饮食状况和心理状态也是十分重要，患者一定要避免精神上过度的紧张和忧虑，以免对便秘的恢复造成了不必要的影响。",0.0
