instruction,reference,generated,meteor
慢性呼吸系统疾病的病因是什么？,不锻炼身体；吸烟；不健康的饮食,"
吸烟；职业因素；感染；环境因素；遗传易感性；呼吸道反复感染；肺部发育不成熟；过敏体质；空气污染；免疫功能异常；病毒感染；大气污染；吸入有害气体；支气管炎；病毒；吸烟史；呼吸道反复感染；感染和吸烟；烟雾吸入；吸烟史、饮酒史；吸烟史、饮酒史及家族史；吸烟、饮酒史；吸烟史、饮酒史及家族史；吸烟；吸烟史及饮酒史；吸烟史；吸烟史及饮酒史；吸烟及饮酒史；吸烟史及饮酒史；饮酒史；吸烟、",0.0
枕骨大孔区脑膜瘤的发病部位是什么？,后组颅神经；颅底深部；颈髓和后组颅神经；椎动脉,"
小脑后下动脉；小脑后下动脉和椎动脉供血区；小脑后下动脉供血区；椎动脉；小脑上动脉；小脑后下动脉及其分支；椎-基底动脉系统；椎-基底动脉；小脑后下动脉及其分支供血区；小脑后下动脉供血；基底动脉；小脑后下动脉及椎动脉；基底动脉供血区；小脑后下动脉；小脑后下动脉、小脑上动脉；小脑后下动脉供血区；小脑后下动脉及其分支",0.0
角膜潰瘍的辅助治疗有些什么？,氬激光治療,"
护理干预；常规护理措施；眼部护理；健康教育；综合护理干预；优质护理；眼部护理措施；常规护理；心理护理；健康宣教；临床护理路径；整体护理；心理护理干预；常规护理方法；传统护理；系统性护理干预；整体护理模式；常规护理方式；眼部护理干预；优质护理服务；综合护理；健康教育路径；护理路径；健康宣教路径；优质护理干预；综合护理干预；心理护理措施；常规护理模式；常规眼科护理；护理；眼部护理路径；整体护理干预；常规护理路径；常规眼科护理方法；健康",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","HI, thanks for using Chat Doctor Enlarged lymph nodes are normally as a result of infection or inflammation in the surrounding areas. They can also become enlarged if the nodes themselves are infected or in malignant conditions. A full blood count and ESR (checks for inflammation) would be able to determine if infection, infection or other serious conditions are present. It would be best to be reviewed by your doctor. Dizziness can be due to different possible causes such as conditions of the inner ear, low blood pressure, inadequate fluids, side effect of medication. An ENT doctor or neurologist may be helpful to determining the cause for your dizziness. I hope this helps","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what is going on. It appears to be a simple case of infection which has spread from the wound to the lymph nodes. This will require antibiotics along with anti-inflammatory medications. Hope I am able to answer your concerns. If you have any further query, I would be glad to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor.  Chat Doctor.  Thank you and Regards.  Hope I was helpful. Take care. ",0.17410714285714285
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Given the history of nerve damage with diabetes these symptoms may be of nerve damage. Do take care of keeping your foot straight with pillows under knee to prevent any unwanted stretch at nerve.  Chat Doctor.  Do visit a neurologist. He may be able to help you with some nerve pain relieving medication. Do some active movements of toes and ankle it will keep the muscles toned up and prevent any swelling of ankles. Hope you find the answer useful. Let me know if I can assist you further.","
Hello dear, I understand your concern. In my opinion there is no need to worry about the symptoms as they are normal after childbirth. After delivery the uterus gets back to its original size gradually and it takes time for the uterus to get back to its original size. It may take around 6-8 weeks. So no need to worry. The pain in lower abdomen and legs can be due to muscle strain during labor. This also needs to be relieved by taking rest and analgesics. If there is any bleeding or foul smell from vagina then consult doctor once. Take care Chat Doctor.  Hope this helps you. Wishing you",0.21551075673236042
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello. Thanks for writing to us. The effects of wagon insecticidal spray are completely reversible with the help of antidotes.  You need to attend to an ER for proper control of symptoms and anti dote treatment. Till that time, avoid bright light exposure, take slow and deep breaths and do not take any sedative or any other Chat Doctor. I hope this information has been both informative and helpful for you.","
Hello! Welcome to Chat Doctor ! I have gone through your query and understand your concern. It seems that you might be suffering from anxiety. Anxiety is a mental disorder in which a person feels anxious and worried for no reason. This can cause palpitations, sweating, shaking, nervousness, fear, etc. You should consult a psychologist or psychiatrist for proper diagnosis and treatment. Antidepressants like Escitalopram or Venlafaxine may help. Please avoid alcohol and caffeine as these substances may worsen the symptoms. Hope this helps you. Regards Chat Doctor.  For further queries, you may ask me directly. Thank you",0.2236309362279512
前列腺癌有哪些原因造成的，我父亲09年实施前列腺癌根治术，术后发觉已骨转移，后用间歇内分泌双得疗法，坚持了5年，一直有效，今年73岁。2个半月前打两次针，第一个月后PSA为4（以前第二针通常降为1或2），第三月没仔细检查（父亲固执不想去）。最近一个月父亲食欲不振，前晚骨盆睡不着，但白天昨晚又不痛了。父亲性格开朗，身体条件较好，重视生活质量，坚决不同意放射治疗，化疗方法。在乎怎样的帮助：前列腺癌有哪些原因引发的,1、年龄因素：年纪越大，再次发生前列腺癌的机会也就越高。2、隔代遗传因素：血亲中有前列腺癌的人，得前列腺癌的机会就比一般人高；换句话说，约有9%的前列腺癌患者有家族病史。3、荷尔蒙因素：绝大多数的前列腺癌细胞表面有男性荷尔蒙的接受器，而丧失男性荷尔蒙的刺激，前列腺癌细胞就会膨胀萎缩。,"
你好，根据你描述的情况来看：前列腺癌是男性常见的恶性肿瘤之一，其发病率占男性各种肿瘤的第2位。再次发生于前列腺腺管和基质的上皮细胞。早期无明显症状，晚期可再次出现排尿困难、血尿、尿频、尿急、尿痛、会阴部疼痛等症状。建议您到医院做进一步仔细检查，明确确诊，积极互相配合医生救治。前列腺病情易反反复复，需要有长期的服食药物。而且对于男性患者来说，要立刻去专业正规的医院诊病，根据仔细检查结果再考量",0.0
蛔虫病手术需要注意哪些问题？，本人34岁，最近不知道怎么回事总是感觉恶心想吐，胃部阴阴作痛有时有灼热反酸的症状，去医院看过好了一段时间后又开始犯了，请问蛔虫病手术需要注意哪些问题？,蛔虫并，主要是饮食平时卫生不洁，或者是排便极冷饮食导致，一般主要症状的hi肚脐周围反反复复复发性疼痛，并伴发饮食增加或者是消瘦等症状的再次发生的，如果导致胆道蛔虫，一般疼痛严重，表现出为钻顶样疼痛，如果药物救治无效的话需要有考虑手术救治的，一般术前防止排便，术后留意休息，互相配合饮食增强营养。,"
你好，根据你的叙述，考虑是蛔虫感染的可能，一般可口服肠虫清治疗的。注意饮食清淡为宜，忌食辛辣刺激性食物和生冷食物。建议你到医院检查一下确诊后对症治疗即可。，除此之外，患者在治疗消化内科疾病期间，除了要马上治疗外，患者的饮食状况和心理状态也是尤为重要，患者一定要保持心情愉快，合理饮食，以免对疾病的恢复造成了不必要的影响。最后，祝患者可以早日康复！谢谢。",0.0
工作积极性高组的风险评估因素有些什么？,收入满意度,"
文化程度；年龄；性别；婚姻状况；收入水平；健康状况；职业类别；经济状况；学历；身体状况；个人情况；家庭经济状况；身体健康状况；经济收入；文化背景；文化教育；年龄、文化程度；文化；职业；职业类型；健康；经济条件；经济收入水平；经济状况；文化程度、健康状况；职业种类；文化教育程度；职业类别、文化程度；年龄、文化程度、健康状况；职业类型、文化程度；年龄、文化程度、健康状况、职业类别；文化程度、健康状况、职业类别；文化程度、健康状况",0.0
男性甲型流感的临床表现有些什么？,头痛；咽痛；咳嗽；流涕,"
头痛；咽痛；全身乏力；发热；咳嗽；腹痛；关节痛；肌痛；流涕；寒战；呕吐；鼻塞；咽干；肌肉酸痛；烦躁；恶心；腹泻；皮疹；胸闷；气短；咽红；咽部不适；胸痛；呼吸困难；胸闷气短；干咳；鼻塞流涕；低热；四肢酸痛；食欲减退；畏寒；胸闷、气短；发热伴咽痛；高热；心慌；头痛、咽痛；恶心、呕吐；干咳、胸闷；头晕；",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, To me the symptoms appear like the onset of a syncope. A syncope is usually caused by reduced blood supply to the brain. The first thing that I would like to get done for you is the cardiac evaluation. The heart problems are very well known to manifest after exertion. When one works out on a regular basis then body gets accustomed to that level of exertion and this adaptation goes off with stopping the activity. Probably that is causing the problem for you when you start it after a gap. I would definitely want a heart check up. Good luck.","
Hello, I understand your concern and would explain that your symptoms could be related to anxiety or depression.  For this reason, I recommend consulting with your attending physician for a careful physical exam and some tests: - a resting ECG- a cardiac ultrasound- a chest X-ray study-complete blood count for anemia-thyroid hormone levels for thyroid gland dysfunction- blood electrolytes for possible imbalance. An ambulatory 2 hour ECG monitoring would also help in your case. You should discuss with your doctor on the above issues. Hope I have answered your query. Let me know if I can assist you further. Take care Chat Doctor.",0.14691478942213515
咽部充血有哪些治疗药物，同学最近咳嗽的情况比较的严重，有时候半夜因为他咳嗽声音而被吵醒，他的咳嗽里面还伴有咳血出来，检查出来他的咽部充血了所以红红的诶，那么治疗这个病有什么药物？,"你好，比如服用清热润喉丸或者含服清咽滴丸,也可以用玄参,黄精,麦冬各10克,每天泡水喝,可以减轻局部的不适和充血现象.一,多喝开水；二,金嗓子喉片；坚持几天,必有验效,试试吧，其实得了急性淋巴结炎并不可怕，患者要相信自己是可以战胜病魔的，只要及时发现症状，并且对症治疗，缓解病情及康复的几率都非常大。","
病情分析：您好，根据您描述的情况考虑是急性咽炎或扁桃体炎。指导意见：建议您及时到医院耳鼻喉科就诊，医生会根据您的具体情况开药治疗，如阿奇霉素、罗红霉素、青霉素类等抗生素以及利咽解毒中药进行治疗。平时多喝水，注意休息，保持室内空气流通，避免受凉感冒。希望我的回答能帮助到你！祝早日康复！  希望对您有所帮助，祝您健康！ ，造成小儿呼吸系统的病因较多，如果孩子被却确诊为小儿呼吸系统了，家长需要",0.0
高血压病会转化成什么？,缺血性脑卒中；球结膜微循环改变；心血管疾病；代谢综合征；心律失常；颈动脉粥样硬化；脂质过氧化；脑卒中；RHR增加；糖尿病；动脉粥样硬化；心脑血管疾病；出血；冠心病脑卒中；高尿酸血症；急性心肌梗塞；冠心病；抑郁症；心功能不全；肾功能损害；络病；颈动脉硬化；慢性肾功能不全；动脉硬化；血栓性疾病；主动脉硬化；心肌梗死；心力衰竭；脑梗死；急性心肌梗死；血栓栓塞性疾病,"
心力衰竭；冠状动脉粥样硬化性心脏病；肾功能不全；心肌梗死；脑出血；脑血栓形成；高血压脑病；糖尿病；主动脉夹层；心脏瓣膜病；左室肥厚；高血压危象；冠状动脉疾病；充血性心力衰竭；心律失常；心肌梗塞；急性心肌梗死；心肌梗死；脑血管意外；心肌病；高血压性心脏病；心绞痛；心源性休克；急性心肌梗塞；心力衰竭、心律失常",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for asking the query, According to your clinical signs and symptoms I suppose that you are suffering from Periodontitis which shows the above-mentioned symptoms such as swollen gums and weak teeth. I would suggest you to visit the Dentist and get the checkup done. Go for professional mouth scaling and polishing followed by the course of antibiotics and analgesics. Also get your blood sugar level estimation to know whether you are diabetic or not. Maintain a good oral hygiene. Use chlorhexidine mouthwash gargles twice daily. Hope this helps out. Regards.","
Hi, I am Chat Doctor.  Thank you for your query. It seems like you have an infection of the gum tissue. This can be treated with antibiotics and local treatments such as mouthwashes or gels. Please consult a dentist to examine the area and start treatment. I hope this answers your question. If you need any clarification or have other questions, please feel free to write back. Wishing you good health, Chat Doctor.  V. Anand, MD Internal Medicine & Critical Care Medicine.  Please note: While we strive to assist you in your search for information, we do not provide medical advice, diagnosis or",0.22922405669814733
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome to Chat Doctor, The Presence of bacteria in the urine may lead to bladder infection and other forms of urinary tract infection. Escherichia coli is the most common organism responsible for bladder infection. The most common way bacteria gain access to the urinary system from outside is through the urethra. The most common symptoms of bladder infection are burning sensation when urinating, Frequent urge to urinate, Passing only small amounts of urine at a time despite the urge to urinate and cloudy Urine. Bladder infection is diagnosed by an urinalysis and the presence of white blood cells in urinalysis indicates bladder infection. Simple bladder infections in women can be treated with a three-day course of an antibiotic like Co-trimoxazole. The choice of antibiotic, the strength of the medication and the length of treatment vary depending on the circumstances and antibiotics need to be taken for 10 days or more. Thank you.","
Hi, Thank you for asking question on Chat Doctor. I went through your history and would like to make suggestions for you as follows:1. Since you have already done MRI of brain which is normal so no need to worry about it.2. It appears that you might be having musculoskeletal pain in lower back region. This can be confirmed by X-ray of lumbar spine.2. You should take anti-inflammatory Chat Doctor.  Also, apply warm compresses over painful area. Avoid lifting weights and sitting in same position for long time. Hope this answers your query. If you have any further questions then do not hesitate in",0.10430159572269147
3岁儿童脑膜炎早期症状,脑膜炎就是一种炎症性病变，是指脑实质受病原体侵袭所导致的，对患者有着很大的影响，所以对于脑膜炎一定要引起重视，有些孩子就有可能会患上脑炎，所以在发现儿童患有脑膜炎后一定要进行治疗。那么，3岁儿童患有脑膜炎的早期症状是怎样的呢？3岁儿童患有脑膜炎就表示是脑膜和大脑本身都受损了，不论他们是哪一部位的受损，主要损害的是中枢神经系统。中枢神经系统对人体的支配，一个是意识，一个是运动。如果出现受损，在运动方面孩子往往会有肢体的运动障碍，比如说偏瘫、截瘫。有些孩子也可能会出现一种意识的障碍，比如说嗜睡、昏迷，更重的话可能会出现老百姓说的羊角风这种抽搐。宝宝出现脑膜炎的症状往往是因为炎症的发生，疾病早期时孩子通常会伴有发烧的症状。最常见的就是孩子有发烧的症状、呼吸道感染的症状，随后出现了意识的障碍、运动的障碍乃至于抽搐。上述文章介绍了3岁儿童脑膜炎早期症状，在发现儿童出现了这些病症时，就要及时送孩子就医，千万不要拖着，否则病情会越来越严重，甚至会给孩子留有后遗症，对孩子以后的成长也有一定的影响。,"
脑膜炎是一种常见的疾病，主要指大脑的保护膜发炎。这种疾病主要是由细菌、病毒或真菌感染引起的，通常是由细菌引起的。如果治疗不及时，它可能会导致严重的并发症甚至死亡。在日常生活中，我们应了解脑膜炎的常见症状和治疗方法。那么，三岁儿童脑膜炎的早期症状是什么？1.高烧：高烧是脑膜炎的早期症状之一。脑膜炎患者会突然发烧，体温可达40℃左右。此外，发热时还会伴有寒战、头痛等症状。2.呕吐：呕吐也是脑膜炎",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, If your MRI was done thrice, and it was normal on all three occasions, you might have to get some other tests performed. There are neurologists who check for nerve conduction defects. Sometimes these are useful in such a clinical scenario. We should ideally not think of your two problems (poor erections and bladder muscle weakness) as separate entities and should check if one solution will help both problems. There are other investigations which can also be performed. These include a penile Doppler to test vascularity of your phallus. You can also be tried with medications like alpha-blockers to see if urine flow improves, and if required also add medication to improve bladder muscle tone which unfortunately is not very often successful. Hope I have been able to help you.","
Hi! Welcome to Chat Doctor ! After reading your query I can understand your concern about the swelling of your left leg. The swelling in your leg is due to edema. Edema is the collection of fluid between cells or tissues. This is caused by heart failure, liver failure, kidney failure, lymphedema, and venous insufficiency. You need to consult with a physician for evaluation of the cause of edema. Hope this helps you. Thanks and regards.  Chat Doctor.  R. M. D. S. (Radiology)  Diagnostic Radiologist.  M.S. (Orthopedic Surgery)",0.1139940594891721
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, Thanks for writing in to us. It is important to review your condition in detail with imaging findings. A 1 mm and 2 mm mass in lymph nodes is less likely to be a cancer. These are too small to be told apart and can also be seen in many benign conditions. This requires clinical examination by a surgeon and correlation with your scan report. Since you had a total thyroidectomy in 2010, it will help to know the scan findings in the post-operative thyroid bed and know if there is any suspicious malignant process going on. In the absence of a recent mass or lymph nodes of considerable size in the area it is difficult to call it a recurrent cancer. You should consult a head and neck oncologist and discuss your report and get examined. If required further testing will be asked like a FNAC or nuclear scan. Please do not worry.","
Hello, I have gone through your query and understand your concern. As per your history it appears to be an acute urinary tract infection (UTI). You need to get yourself evaluated by a urologist for proper diagnosis and management. He may order following tests:1) Urine routine and culture2) Blood routine test3) Renal function test4) Ultrasound abdomen5) If needed then CT scan of abdomen. In the meanwhile you can take antibiotics like ciprofloxacin 500 mg twice daily or amoxicillin 500 mg three times a day along with analgesics like",0.11769125611092382
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your details. Everyone has their own way of enjoying sex and being in fantasy mood. Your husband thinks in a novel way. In fact, urination after sexual intercourse is pleasurable. This has nothing to do with prostrate related problems. Enjoy your husbands fantasy. If you require more of my help in this aspect, please use this URL. http://goo.gl/aYW2pR. Make sure that you include every minute details possible. Hope this answers your query. Available for further clarifications. Good luck. Take care.","
Hi, Thanks for writing in. It is important to know if your father has any other symptoms like headache or vomiting or hearing loss. If he does not have these symptoms then it is unlikely that his condition is related to brain. Sometimes people get dizziness due to low blood pressure and it can be treated by taking medicine. Please consult a neurologist who will examine him and may order tests like CT scan of brain. There could be other causes for his dizziness which need to be evaluated. Please do not worry. Hope this helps. Regards Chat Doctor.  S. K. M. D., D. C. P.",0.12411860992193405
什么是子宫内膜单纯性增生，无,你好，子宫内膜如果比正常的厚的话可能会导致月经量过多或经期过长，可以导致贫血，目前治疗以手术刮宫为主，药物治疗没有效果。,"
你好，子宫内膜单纯性增生属于妇科疾病，可以采用中医治疗的方法，服用中药进行调理，也可以采取手术切除的方式。平时注意保持卫生习惯，避免不良刺激。，妇科疾病的出现不仅仅会影响女人的健康，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。祝早日康复。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Welcome Thanks for consulting Chat Doctor, I have gone through your query, as you have mentioned that you have decayed broken tooth which has sharp edge causing injury on tongue for this you should visit dentist and go for Extraction of tooth or Grinding of tooth, Do warm saline gargle two - three times a day You can apply Anesthetic gel McCoppin on tongue twice daily for one week it will help you Hope this will help you.  Wishing you good health Regards ","
Hi... Thank you for consulting in Chat Doctor. It seems your child is having viral diarrhea. Once it starts it will take 5 - 7 days to completely get better. Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting...you need not worry. Antibiotics are not required unless there is blood in the stool. Please do not worry about the fever as long as he is active and playing around. Fever is body's way of protecting itself from invading germs. Regards -  Chat Doctor.  Hope my answer was helpful for you.  I am happy to help",0.16801853997682503
严重梗阻性肾衰的手术治疗有些什么？,急诊手术；间断腹透,"
腹腔镜下肾盂成形术；经皮肾穿刺造瘘术；输尿管镜联合激光碎石术；腹腔镜下肾盂成形术治疗；输尿管镜联合激光碎石术；输尿管镜联合激光碎石；经皮肾穿刺造瘘；经皮肾穿刺造瘘术治疗；输尿管镜联合激光碎石术治疗；经皮肾镜碎石术；输尿管镜碎石术；经皮肾镜碎石；输尿管镜联合激光碎石术；输尿管镜联合激光碎",0.0
巨细胞病毒抗体IGM的几点问题有？，我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多天.我该怎么办？,一。你的孩子仍然有巨细胞病毒。治疗6周。最好是住院后。3治疗后。病毒很可能复发。因此。为了预防。4。它可能会感到不适和发烧。年轻人或儿童感染可引起发热、疲劳和传染病等疾病。如果一个人接受含有病毒和发烧的输血。肝脏可能会发炎。有时在2至4周后。,"
您好，根据您提供的病史资料，考虑孩子可能是因为母亲怀孕期间患过巨细胞病毒感染而引起的。建议您带孩子到正规医院的儿科就诊，完善相关检查后，在医生指导下对症治疗。祝宝宝早日康复！以上是对“我的小孩现在才5个多月.在1个多月时血清检查有巨细胞感染.同时患有肺炎.住院治疗了10多”这个问题的建议，希望对您有帮助，祝您健康！  ，我们都知道内科疾病对患者的危害比较的，一旦发现后就该及时救治，同时患者日常中还需要重视自身的调节，并且",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Degree understand your concerns went through your descriptions. I suggest you not to worry much. You have not mentioned your age and occupation in the description. From the description, I cannot see schizotypal personality disorder in you. But I do see anxiety rather health anxiety. To find out your personality type, you need to take personality tests which are administered by clinical psychologists. Don't go with tests available on the internet which are normally misguiding. Don't read unnecessary books. Even for a trained psychiatrist, it takes some time to understand your correct problem, in that case, how an untrained person can? Be confident, if you have a problem, Always say - SO WHAT?-. You need cognitive behavior therapy. I can help you with that. Please post a direct query to me with every minute details possible. I shall prescribe tailor made cognitive behavior therapy techniques to you which should clear your problems within weeks. Hope this answers your query. Available for further clarifications. Good luck.","
Hi thanks for contacting Chat Doctor... Noted down your history and concern of me it seems to be a viral infection with fever, cough and cold. I would advise you to take paracetamol 500 mg tablet every 6 hourly basis for pain relief and reduce fever. Take plenty of fluids and rest. Avoid oily spicy food. If fever not coming down or increased then consult your doctor and go for blood investigation like CBC and chest x-ray if needed. Hope this may help you. Regards... Chat Doctor. Infectious Disease Specialist.  Chat Doctor.  Infectious Disease Specialist.  Chat Doctor.  Infectious",0.09758096226488068
胃寒，气往上走，一天不吃饭不觉的饿，浑身无力，夏季,考虑是慢性胃炎或消化性溃疡，一般可以做钡餐或胃镜等检查确诊。胃炎或消化性溃疡病因和饮食不当，药物化学因素刺激，精神集中，幽门螺旋杆菌感染等有关。建议在当地医生指导下服用阿莫西林，克拉霉素，丽珠得乐和奥美拉唑等治疗。,"
你好，根据你的描述，一般考虑脾胃虚寒引起的。可以服用香砂六君丸治疗。饮食宜清淡易消化，避免生冷、油腻辛辣刺激性食物。注意保暖，适当运动，提高自身抵抗力。如果症状严重的话，建议及时到医院就诊。祝早日康复！  ，除此之外，患者在治疗胃寒期间，除了要服药治疗外，患者的饮食状况和心理状态也是十分重要，患者一定要保持心情愉快，合理饮食，以免对胃寒的恢复造成了不必要的影响。希望以上回答能够帮助到你，谢谢。  ，除此之外，患者在治疗胃寒",0.0
月经一直没来怎么办，本人从2017年4月9号月经结束后，到今天7月17号月经一直没来,"你好，根据你的情况月经推迟不来没有怀孕考虑是内分泌失调引起的。
   考虑是内分泌失调引起的，建议你最好是打黄体酮针治疗，效果挺好的，忌口，不要吃辛辣食品，没事多运动增强体质。 
","
您好！根据您的情况，建议您及时去医院进行检查。如果怀孕了，请尽快做流产手术；如果没有怀孕，则可能是由于其他原因导致的月经推迟，如内分泌失调、精神压力过大等，建议您及时就医，以便查明原因并采取相应的治疗措施。同时，保持良好的生活习惯和饮食习惯也是很重要的。希望我的回答能够帮助到您。祝您健康！谢谢！
以上是对“月经一直没来怎么办”这个问题的建议，希望对您有帮助，祝您健康！如果您还有其他的疑问，可以随时向我提问。点击头像，输入病史问题，我会为您",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, It seems your kid is having viral diarrhea. Once it starts it will take 5-7 days to completely get better.  Unless the kids having low urine output or very dull or excessively sleepy or blood in motion or green bilious vomiting. You need not worry.  There is no need to use antibiotics unless there is blood in the motion. Antibiotics might worsen if unnecessarily used causing antibiotic-associated diarrhea. I suggest you use zinc supplements (Z&D Chat Doctor. ","
Hi and welcome to Chat Doctor . I read your question carefully and understand your concern. The first thing that comes to my mind is possible urinary tract infection or stones in kidney or ureter. This could explain pain in lower back area. But since it's not painful, I think there's no reason for worry. There's nothing wrong with you. You may have just had an episode of muscle spasm, or it may be due to some other cause like poor posture at work. It will go away in few days without any treatment. If you develop fever, vomiting or blood in urine, then you need to consult your physician. Hope",0.2471255669587946
荨麻疹可以吃香菜么,荨麻疹不能吃香菜，饮食上还应注意以下几点，忌吃辛辣的鱼和海鲜这样的食物，会使荨麻疹加重。像鲜虾，螃蟹，鱿鱼，鱿鱼贝类，或竹笋，糯米，巧克力，咖啡，香料，糖等。多吃碱性食物，如：葡萄，绿茶，海带，西红柿，芝麻，黄瓜，胡萝卜，香蕉，苹果，橘子，萝卜，绿豆，意大利仁等。不要吃油炸脂肪的食物：如各种油炸，油炸，烟熏腌制肉制品，动物内脏，奶油蛋糕，巧克力等。荨麻疹通常被称为风疹。由于皮肤和粘膜小血管扩张和渗透性增加，这是局部水肿反应。它通常在2到24小时内消退，但反复出现新的皮疹。疾病的过程延迟了几天到几个月。临床上比较常见。荨麻疹的病因非常复杂，约有3/4的患者找不到病因，尤其是慢性荨麻疹。常见原因是：食品和食品添加剂；吸入；感染；药物；物理因素，如机械刺激，冷热，阳光等；昆虫叮咬；精神因素和内分泌变化；遗传因素。基本损害为皮肤出现风团。常先有皮肤瘙痒，随即出现风团，呈鲜红色或苍白色、皮肤色，少数患者有水肿性红斑。风团的大小和形态不一，发作时间不定。风团逐渐蔓延，融合成片，由于真皮乳头水肿，可见表皮毛囊口向下凹陷。风团持续数分钟至数小时，少数可延长至数天后消退，不留痕迹。皮疹反复成批发生，以傍晚发作者多见。风团常泛发，亦可局限。有时合并血管性水肿，偶尔风团表面形成大疱。治疗：1。消除原因，并尝试找出每个发作原因并避免它。如果是感染引起的，应积极治疗感染病灶。药物引起的应该停止过敏药物；食物过敏，发现过敏性食物后，不要吃这种食物。2.避免诱发因素，如感冒荨麻疹应注意注意保暖，乙酰胆碱碱性荨麻疹减少运动，出汗和情绪波动，接触荨麻疹减少接触机会。多注意饮食，要经常定期生活，参加适当的体育锻炼，及时检查，不能掉以轻心。,"
荨麻疹是由于皮肤、黏膜小血管扩张及渗透性增加而出现的一种局限性水肿反应。临床表现为瘙痒，风团的大小和形态不一，发作时间不定。本病病因复杂，发病机制尚未完全清楚。临床上可分为急性和慢性两种。急性荨麻疹多突然发生，少数患者可有前驱症状，如胃肠道不适、全身性发冷、发热等。大多数患者自觉瘙痒，严重者可伴有头痛、恶心、呕吐、腹痛、腹泻等。少数患者可有过敏性休克、喉头水肿、哮喘，甚至",0.0
退变性脊柱侧凸疼痛的发病部位是什么？,胸腰段；腰部,"
腰椎；胸腰椎；颈椎；胸椎；腰椎、胸椎；腰椎和胸椎；胸腰段；胸腰椎及腰椎；胸腰段；胸腰椎；胸腰椎和腰椎；胸腰椎及腰椎；胸腰椎、腰椎；胸腰段及腰椎；胸腰段与腰椎；腰椎；胸腰椎；腰椎与胸腰椎；胸腰段与腰椎；胸腰椎与腰椎；腰椎及胸腰椎；胸腰段、腰椎；胸腰段及腰椎；腰",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello welcome to Chat Doctor , Based on your children history and treatment received most likely reason for his cough seems to be allergic (reactive airway disease), chances of which are more if there is family history of allergic also. If your child responds immediately to nebulization, chances of allergic cough are very much. Inhalation therapy are best recommended treatment for such type of cough, also you need to check your immunization, apart from routine vaccines he needs yearly flu vaccination. As these are prescription Chat Doctor. ","
Hi there! Welcome to Chat Doctor ! I understand your concern and would like to explain the matter to you. The pain in your leg is more likely due to a nerve compression in your lower back. This can be due to a herniated disc or spinal stenosis. I suggest you to get an MRI of the lumbar spine done to confirm the diagnosis. Once confirmed, you may require surgical intervention if it is severe. If not, you may require conservative management with physiotherapy, medication, etc. I hope this answers your question. If you have any further questions, please feel free to ask. Wishing you good health",0.11797752808988764
紧张型头痛的筛查有些什么？,汉密尔顿抑郁量表,"
自评焦虑量表；抑郁自评量表；疼痛视觉模拟量表；焦虑自评量表；睡眠质量问卷；疼痛程度评估；疼痛视觉模拟尺；睡眠质量评分；睡眠质量量表；疼痛程度评价；睡眠质量评估；疼痛评估；疼痛程度评分；睡眠质量；疼痛程度量表；疼痛程度；睡眠质量问卷量表；疼痛程度评估量表；疼痛程度评价量表；疼痛程度量表；疼痛程度评估量表；睡眠质量评估量表；疼痛程度评估工具；睡眠质量量表量表；睡眠质量评估工具；睡眠质量评估量",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello... Hyperkalemia -- high potassium in your blood -- may occur if your kidneys do not work properly Kidney disease is the most common cause of hyperkalemia.  Excess potassium in the diet can also contribute to increased levels in your blood, especially if there is an issue with kidney function. Salt substitutes typically contain high amounts of potassium. Foods such as melons, orange juice, and bananas are rich in potassium too. Over and above Chat Doctor. . For better evolution kindly get done renal function tests and cardiac check up with regular monitoring on potassium level","
Hi, Thanks for writing in. You have been taking medicine for pain and inflammation for 10 months. It is possible that this medication has caused damage to your liver and kidney. Since you are having pain in abdomen also it is important to get yourself evaluated by a physician. Please get your blood tested for liver enzymes and creatinine levels. This will help know if there is any damage to organs. Since you are taking medicines long term, it is important to monitor organ functions regularly. If your liver function tests show rise in enzyme levels then you may require further evaluation with ultrasound of abdomen. The treatment will depend on cause of rise in",0.18340147692919537
